EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean
211395606.0,KTWO211395606-C05,5.0,31.0,132.90972,11.574363,LC,,,,,,,,,,,,,,,,,,,,,14.85,0.038,14.205,0.040999999999999995,14.064,0.051,16.86,JHK,,,,,08513833+1134277,,1.0,0.0,0.77,1018.6030000000001,864.703,701.6339999999999,6.0,1.0,13.0,,,0.003,132.90972,11.574363,310.0,132.9097,11.574269,6.048934057395146e+17,132.90966969251002,11.574322206029999,0.999,0.21934752645758201,132.909684846255,11.574295603014999,211395606.0,0.9,132.909719,11.574363,0.0,0.2708835331658822,0.9495
211395699.0,KTWO211395699-C05,5.0,31.0,132.89781000000002,11.575582,LC,-2.4,5.1,-10.8,3.4,,,,,15.409,0.06,14.693,0.03,15.095,0.27,14.508,0.04,14.36,0.14,,,13.437999999999999,0.023,13.097000000000001,0.026000000000000002,13.029000000000002,0.028999999999999998,14.581,gri,,,,508-049260,08513547+1134322,,1.0,0.0,0.847,,,,6.0,1.0,13.0,,,0.0009651,132.89781000000002,11.575582,316.0,132.89779,11.575557,6.048963263172785e+17,132.89776438676,11.575589525669999,1.0,0.1478869394198928,132.89777719338,11.575573262835,211395699.0,0.9,132.897803,11.575582,0.0,0.09629607815096915,0.95
211395620.0,KTWO211395620-C05,5.0,31.0,132.645015,11.574542,LC,1.6,3.4,-0.5,4.0,,,,,,,,,,,,,,,,,14.505,0.028999999999999998,13.975,0.032,13.901,0.039,16.000999999999998,JHK,,,,508-049174,08503479+1134284,,0.996,0.004,0.789,827.7130000000001,740.51,626.816,6.0,1.0,13.0,,,0.002,132.645015,11.574542,317.0,132.645,11.574481,5.989027166349702e+17,132.64494881046002,11.574548879560002,0.999,0.3038219721908114,132.64497440523002,11.574514939780002,211395620.0,0.9,132.645012,11.574542,0.0,0.1645292083541386,0.9495
211395891.0,KTWO211395891-C05,5.0,31.0,132.614025,11.578649,LC,-10.0,3.0,-6.0,3.0,,,20.978,0.066,,,,,18.340999999999998,0.006999999999999999,17.042,0.005,16.461,0.005,16.142,0.006999999999999999,14.944,0.037000000000000005,14.273,0.044000000000000004,14.095999999999998,0.053,17.025,gri,,,6004-301-5-0113-0405,,08502736+1134431,,1.0,0.0,0.738,1406.273,1170.997,969.3530000000001,6.0,1.0,13.0,,,0.003,132.614025,11.578649,334.0,132.61401999999998,11.578538,5.989031289518345e+17,132.61396878706998,11.578628869860001,1.0,0.3736799489797263,132.613994393535,11.57858343493,211395891.0,0.9,132.614027,11.578649,0.0,0.2625564984342488,0.95
211396025.0,KTWO211396025-C18,18.0,27.0,132.849825,11.580652,LC,-7.1,1.6,-6.0,1.9,,,,,14.790999999999999,0.07,14.047,0.02,14.494000000000002,0.3,13.850999999999999,0.04,13.75,0.12,,,12.753,0.022000000000000002,12.408,0.023,12.386,0.023,13.972999999999999,gri,,,,508-049246,08512395+1134504,,1.0,0.0003,0.8590000000000001,,,,6.0,1.0,13.0,,,0.001,132.849825,11.580652,337.0,132.8498,11.58062,6.048950893667063e+17,132.84977065043998,11.58065417105,1.0,0.16076906922043963,132.84978532521998,11.580637085525,211396025.0,0.9,132.849821,11.580652,1.0,0.13679255864873194,0.95
211395992.0,KTWO211395992-C05,5.0,31.0,132.46287,11.580241000000001,LC,-8.0,3.0,-3.0,3.0,,,20.998,0.079,,,,,18.511,0.008,17.304000000000002,0.005,16.614,0.005,16.267,0.008,15.019,0.037000000000000005,14.34,0.046,14.192,0.054000000000000006,17.183,gri,,,6004-301-5-0112-0075,,08495108+1134488,,1.0,0.0,0.652,,,,6.0,1.0,13.0,,,0.004,132.46287,11.580241000000001,345.0,132.46284,11.580093,5.989056672774444e+17,132.46281988355,11.58020289618,0.993,0.40193698224728114,132.462829941775,11.58014794809,211395992.0,0.9,132.462868,11.580241000000001,0.0,0.3608758977737591,0.9465
211396155.0,KTWO211396155-C05,5.0,31.0,132.866265,11.582578999999999,LC,-11.3,2.9,-5.1,3.4,,,,,15.732000000000001,0.02,14.98,0.04,15.433,0.29,14.764000000000001,0.03,14.651,0.08,,,13.625,0.024,13.289000000000001,0.026000000000000002,13.192,0.03,14.885,gri,,,,508-049251,08512790+1134573,,1.0,0.0,0.8759999999999999,,,,6.0,1.0,13.0,,,0.001,132.866265,11.582578999999999,347.0,132.86625,11.582543,6.048949132722616e+17,132.86621974742,11.58257634888,1.0,0.16061292752848236,132.86623487371,11.582559674439999,211396155.0,0.9,132.866268,11.582578999999999,0.0,0.13597287760930862,0.95
211396156.0,KTWO211396156-C05,5.0,31.0,132.739485,11.582619000000001,LC,-18.3,3.5,-11.5,3.3,,,,,,,,,,,,,,,,,13.888,0.024,13.353,0.027999999999999997,13.241,0.031,15.482000000000001,JHK,,,6004-301-5-0114-0157,508-049201,08505748+1134574,,0.985,0.015,0.826,715.05,632.3530000000001,542.611,6.0,1.0,13.0,,,0.002,132.739485,11.582619000000001,350.0,132.73946999999998,11.58256,,,,,,132.73946999999998,11.58256,211396156.0,0.9,132.73947900000002,11.582619000000001,0.0,0.21475847209853588,0.9
211396422.0,KTWO211396422-C05,5.0,31.0,132.87471000000002,11.586427,LC,-9.7,1.2,-2.9,2.3,,,,,13.288,0.02,12.722000000000001,0.01,13.079,0.28,12.593,0.03,12.530999999999999,0.12,,,11.62,0.021,11.366,0.022000000000000002,11.317,0.018000000000000002,12.695,gri,,,,508-049252,08512993+1135112,,1.0,0.0,0.9590000000000001,103.855,84.81,66.12100000000001,6.0,1.0,13.0,,,0.001,132.87471000000002,11.586427,363.0,132.87469,11.586404,6.048963950367585e+17,132.8746629624,11.58642305557,1.0,0.1174647228394276,132.8746764812,11.586413527785,211396422.0,0.9,132.87471599999998,11.586427,0.0,0.14756650991123757,0.95
211396385.0,KTWO211396385-C18,18.0,27.0,132.706875,11.585815,LC,-6.5,1.6,-5.4,1.6,,,,,11.755999999999998,0.115,11.012,0.085,11.918,0.34,10.93,0.03,10.710999999999999,0.13,,,9.41,0.021,8.847999999999999,0.021,8.722000000000001,0.018000000000000002,11.073,gri,,813-1125-1,,508-049190,08504964+1135089,,0.9990000000000001,0.002,0.9840000000000001,121.774,119.73899999999999,112.87899999999999,6.0,1.0,13.0,,,0.002,132.706875,11.585815,364.0,132.70684,11.585765,6.049073901530623e+17,132.70677997865,11.585806157939999,1.0,0.258379460516122,132.706809989325,11.58578557897,211396385.0,0.9,132.70686899999998,11.585815,1.0,0.23351212540604535,0.95
211396493.0,KTWO211396493-C18,18.0,27.0,132.741075,11.587439999999999,LC,-6.5,1.7,-2.2,4.0,,,,,14.698,0.02,14.074000000000002,0.01,14.485,0.32,13.940999999999999,0.04,13.854000000000001,0.11,,,12.921,0.021,12.603,0.023,12.562999999999999,0.021,14.043,gri,,,,508-049202,08505786+1135148,,1.0,0.0001,0.885,,,,6.0,1.0,13.0,,,0.0008722999999999999,132.741075,11.587439999999999,367.0,132.74108,11.587412,,,,,,132.74108,11.587412,211396493.0,0.9,132.741072,11.587439999999999,0.0,0.10467385289598163,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,132.45331000000002,11.585905,5.989056672774454e+17,132.45329390527002,11.58603113684,0.995,0.45762633195609964,132.453301952635,11.585968068420001,,,,,,,0.995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,132.92582,11.602227,6.048964981159593e+17,132.92578265672,11.602283244619999,0.996,0.24153753244727202,132.92580132836,11.602255122309998,,,,,,,0.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0,132.91148,11.602798,6.048964637562246e+17,132.91145516209,11.602881154419999,0.999,0.31190678615451267,132.911467581045,11.602839577209998,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,132.68344,11.608102,6.049076607352247e+17,132.68338299583002,11.608182119619999,0.994,0.35156839642647325,132.68341149791502,11.60814205981,,,,,,,0.994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,132.67675,11.614624,6.049084166505198e+17,132.67668485993,11.61468045983,0.975,0.3067180937039579,132.67671742996498,11.614652229914999,,,,,,,0.975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,132.67496,11.614578,6.04908416649385e+17,132.67489139118,11.614602686589999,1.0,0.2577409825295199,132.67492569559,11.614590343295,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,132.65084,11.615962,5.989036744126264e+17,132.65078521272,11.61604035554,0.999,0.34189658295742337,132.65081260635998,11.616001177769999,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,132.88534,11.623601,6.048968073536113e+17,132.88530869514,11.623654385130001,0.999,0.22163208004886584,132.88532434757002,11.623627692565002,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,132.66871,11.62323,6.049084896646915e+17,132.66865090963998,11.62330447586,0.986,0.33955823041104943,132.66868045482,11.62326723793,,,,,,,0.986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,132.82451,11.627171,6.048976964111043e+17,132.82446454868,11.627224297419998,0.995,0.24999984059697192,132.82448727434002,11.627197648709998,,,,,,,0.995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0,132.67183,11.63299,6.049085197286929e+17,132.67177690148998,11.63307424474,0.999,0.3564179955118501,132.671803450745,11.63303212237,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,132.97271,11.642379,6.048970478717494e+17,132.97266834184998,11.642391570010002,1.0,0.1536965467746355,132.97268917092498,11.642385285005002,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.0,132.93243,11.646246,6.048972883899309e+17,132.93240389963,11.6463053451,1.0,0.23261988166945544,132.932416949815,11.64627567255,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0,132.70842,11.647235,6.049085927439012e+17,132.70836885318002,11.64730382694,0.86,0.30645542433581413,132.70839442659002,11.64726941347,,,,,,,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,132.96358,11.659867,6.049029878108257e+17,132.96354296788,11.659925878680001,0.8240000000000001,0.24894885599865854,132.96356148394,11.65989643934,,,,,,,0.8240000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.0,132.79491000000002,11.664108,6.049095891762984e+17,132.794871298,11.664128090280002,0.942,0.15443289848227673,132.79489064900002,11.66411804514,,,,,,,0.942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,132.67711,11.663709,6.04908863325983e+17,132.67703397172,11.663719803469998,1.0,0.27085699003472474,132.67707198585998,11.663714401735,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,132.91061000000002,11.666079,6.048981130236539e+17,132.91057535306,11.66613630178,0.998,0.23974005220919078,132.91059267653003,11.66610765089,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.0,132.86641,11.667419,6.048982461669335e+17,132.86636649634,11.66747356938,0.99,0.2492329857683569,132.86638824816998,11.667446284690001,,,,,,,0.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,132.68691,11.668933,6.049092412832116e+17,132.68683658381,11.6689697856,1.0,0.29074602001280214,132.686873291905,11.6689513928,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.0,132.82935,11.671017,6.049096578957677e+17,132.82930811836002,11.671027058469999,1.0,0.15203189819118293,132.82932905918,11.671022029235,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,132.91642,11.674219,6.048981130236513e+17,132.91638444761006,11.67428418039,0.847,0.2660276526106459,132.91640222380502,11.674251590195,,,,,,,0.847
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,132.84505,11.674971,6.048979369292909e+17,132.84500892399998,11.67503864569,0.987,0.2833290440024439,132.84502946199999,11.675004822845,,,,,,,0.987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,132.81601,11.675057,6.049097266152463e+17,132.81596721319,11.675078098970001,1.0,0.16888988415130596,132.815988606595,11.675067549485,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,132.7652,11.675265,6.04908386585459e+17,132.76514510395,11.6752704126,0.944,0.19451537563952356,132.765172551975,11.6752677063,,,,,,,0.944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.0,132.84229,11.677342,6.048979369292922e+17,132.84224833757,11.67740378665,0.83,0.26655176841899575,132.84226916878498,11.677372893325,,,,,,,0.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,132.75284,11.678118,6.049091424997047e+17,132.75279123605,11.67813838098,1.0,0.1869187386221979,132.752815618025,11.67812819049,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.0,132.66795,11.681443,6.049118869830707e+17,132.66788496444,11.681493570759999,1.0,0.2927673351846686,132.66791748222,11.68146828538,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.0,132.84411,11.682747,6.049096922555005e+17,132.84405578453,11.68279300798,0.996,0.25291196783879427,132.84408289226502,11.68277000399,,,,,,,0.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0,132.69142,11.682828,6.049093100026936e+17,132.69135457258002,11.68288853321,0.996,0.31732094266185296,132.69138728629002,11.682858266605,,,,,,,0.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0,132.82669,11.684443,6.049097609749811e+17,132.82663993763,11.684489720839998,0.999,0.24379959390666403,132.826664968815,11.68446636042,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.0,132.80973999999998,11.685868,6.049097266152461e+17,132.80969741133,11.68588327889,1.0,0.15989952873371815,132.80971870566498,11.685875639445,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,132.91005,11.69167,6.048982118072055e+17,132.91000773737,11.69170253944,1.0,0.18952546902110537,132.910028868685,11.69168626972,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,132.82617,11.69153,6.049097566792966e+17,132.82612201383998,11.691558137349999,0.99,0.19717436611371844,132.82614600692,11.691544068675,,,,,,,0.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,132.77696,11.692669,6.049098941182502e+17,132.77691078376,11.692733251589999,0.984,0.2891456412222047,132.77693539188,11.692701125795,,,,,,,0.984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,132.87667,11.695348,6.048984523253756e+17,132.87663957072,11.69541211606,0.85,0.2545269425514541,132.87665478536,11.69538005803,,,,,,,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.0,132.77903,11.696914,6.049098984139427e+17,132.77897595112,11.69694081805,1.0,0.21359927371420395,132.77900297556,11.696927409025001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.0,132.75548,11.699662,6.049106886879286e+17,132.75541951003,11.69966405066,1.0,0.21336738101551508,132.755449755015,11.69966302533,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.0,132.8886,11.705968,6.048984909807748e+17,132.88856581547,11.70602716828,0.953,0.24473020353399086,132.88858290773499,11.70599758414,,,,,,,0.953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,132.95193,11.70634,6.049041560418746e+17,132.95189529747,11.70635052002,0.984,0.1280588765054213,132.951912648735,11.70634526001,,,,,,,0.984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0,132.86181000000002,11.706461,6.049101002766872e+17,132.86176897624,11.706519965710001,0.999,0.2568549096542946,132.86178948812,11.706490482855,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.0,132.91523,11.707804,6.049042934809038e+17,132.91518703343002,11.707837738410001,1.0,0.1941461231488936,132.915208516715,11.707820869205001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0,132.94624,11.708249,6.049040572583727e+17,132.94620537306002,11.708268765269999,1.0,0.14128865275774077,132.94622268653,11.708258882635,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.0,132.86684,11.70961,6.049102076515645e+17,132.86679615091998,11.70967206848,1.0,0.27169963866468566,132.86681807546,11.70964103424,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0,132.82164,11.710157,6.0491034079478e+17,132.82159776989,11.710173085620001,1.0,0.15973075403810286,132.821618884945,11.71016504281,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.0,132.86025,11.710835,6.049102076515674e+17,132.86020463353,11.710873306239998,1.0,0.21116675817740327,132.86022731676502,11.71085415312,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.0,132.94433,11.712385,6.049042290570643e+17,132.94428957694998,11.71242348229,1.0,0.19873740047573857,132.94430978847498,11.712404241144998,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,132.89619,11.712946,6.048984909807724e+17,132.89615676701,11.712988423239999,1.0,0.19247871913007525,132.89617338350502,11.71296721162,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.0,132.68343000000002,11.713711,6.049124710986387e+17,132.68336146487,11.71373640798,1.0,0.2583241837728451,132.683395732435,11.71372370399,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0,132.82543,11.715191,6.049103407947793e+17,132.82537388096,11.715200145499999,1.0,0.2005411757128433,132.82540194048,11.71519557275,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.0,132.69638,11.715209,6.049124023790327e+17,132.69631642471,11.715217284749999,1.0,0.2260793611416736,132.69634821235502,11.715213142375,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.0,132.95755,11.719049,6.049041946973202e+17,132.95752224533,11.71910049908,1.0,0.2096269001596376,132.957536122665,11.719074749539999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.0,132.85282,11.718368,6.049102763710454e+17,132.85277155735,11.718387888660002,0.8009999999999999,0.18516209933720482,132.852795778675,11.718377944330001,,,,,,,0.8009999999999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.0,132.87044,11.719073,6.049102377155639e+17,132.87040167023994,11.71909707125,1.0,0.16051256496560407,132.87042083511997,11.719085035625,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,132.841,11.721576,6.049103794502632e+17,132.84094685886998,11.72158870411,1.0,0.1928209753179656,132.840973429435,11.721582352055,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.0,132.97492,11.724218,6.049045726544355e+17,132.97489273631,11.72424680163,1.0,0.14137282288797667,132.97490636815502,11.724232400815001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.0,132.8264,11.723643,6.049104438739936e+17,132.8263522427,11.72365345865,1.0,0.17249890818426136,132.82637612135,11.723648229325,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0,132.95233000000002,11.725305,6.049042634167974e+17,132.9522939054,11.725346897160001,1.0,0.19732426451985868,132.95231195270003,11.72532594858,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0,132.9137,11.726495,6.049043965601283e+17,132.91366326037,11.72652680107,0.996,0.17285072032245316,132.913681630185,11.726510900535,,,,,,,0.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.0,132.95406,11.727718,6.049042634167964e+17,132.9540268741,11.727738763339998,1.0,0.13863998851240647,132.95404343705002,11.727728381669998,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.0,132.84163,11.729157,6.049104782338207e+17,132.84158249786,11.72919389025,1.0,0.2137107356384733,132.84160624893002,11.729175445125001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.0,132.89373999999998,11.730384,6.049161175265517e+17,132.89370104794,11.73040180184,1.0,0.15151914264189226,132.89372052397,11.73039290092,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.0,132.87554,11.730506,6.04910310730773e+17,132.87549645461002,11.73051200763,1.0,0.15500557568447132,132.875518227305,11.730509003815001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.0,132.86013,11.730771,6.049103107307775e+17,132.86008522521,11.73074940636,1.0,0.17592906112399703,132.86010761260502,11.730760203180001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.0,132.87963,11.732771,6.049161819503919e+17,132.87959109494,11.73281185448,0.998,0.20108841730628813,132.87961054747,11.732791427239999,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0,132.83915,11.733528,6.049105469533006e+17,132.83911302959,11.73356775103,0.998,0.1935458028249328,132.83913151479499,11.733547875515,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0,132.70699,11.733334,6.049139872228168e+17,132.70693006954,11.733366284489998,0.998,0.24110375402731704,132.70696003477,11.733350142244998,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.0,132.72092,11.733965,6.049139485673979e+17,132.72085238267,11.73401661643,0.999,0.30221272676316663,132.720886191335,11.733990808215001,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.0,132.8407,11.734722,6.049105469532077e+17,132.84065264066,11.73473400325,1.0,0.1724324865553382,132.84067632033,11.734728001625001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0,132.97035,11.735459,6.049046413739113e+17,132.9703201649,11.73548283379,1.0,0.1357232896817527,132.97033508245,11.735470916895,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.0,132.94153,11.735906,6.049044695752297e+17,132.94148919046,11.73592239139,1.0,0.1554764332152264,132.94150959523,11.735914195694999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.0,132.84286,11.735798,6.049105512489517e+17,132.8428147255,11.73582665461,1.0,0.19001947853431728,132.84283736275,11.735812327305,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.0,132.74857,11.735544,6.049110967089741e+17,132.7485099708,11.73556404369,1.0,0.22355331070335377,132.7485399854,11.735554021845001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.0,132.72821000000002,11.737219,6.049139528630739e+17,132.72814672722998,11.73726406976,1.0,0.2757952301587912,132.728178363615,11.737241534879999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,132.88485,11.739422,6.049161819503942e+17,132.88480583207,11.73947326862,0.998,0.2414556468656508,132.884827916035,11.73944763431,,,,,,,0.998
