EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean
211416925.0,KTWO211416925-C18,18.0,27.0,132.49227,11.895616,LC,,,,,,,,,,,,,,,,,,,,,15.242,0.043,14.535,0.053,14.450999999999999,0.068,17.269000000000002,JHK,,,,,08495814+1153442,,1.0,0.0,0.579,,,,6.0,1.0,13.0,,,0.0001035,132.49227,11.895616,1811.0,132.4923,11.895602,6.049655611899333e+17,132.49221464218002,11.895641488199999,0.8759999999999999,0.3325998655377714,132.49225732109,11.8956217441,211416925.0,0.9,132.492268,11.895616,0.0,0.04292739379657562,0.8879999999999999
211417004.0,KTWO211417004-C18,18.0,27.0,132.5679,11.896681,LC,-11.5,1.2,-0.2,1.3,,,,,13.427,0.08,12.894,0.05,13.255999999999998,0.41,12.731,0.03,12.849,0.45,,,11.855,0.021,11.607999999999999,0.022000000000000002,11.54,0.022000000000000002,12.970999999999998,gri,,,,510-048357,08501629+1153480,,1.0,0.0,0.943,99.60700000000001,89.86200000000001,76.583,6.0,1.0,13.0,,,0.0003702,132.5679,11.896681,1818.0,132.56793000000002,11.896677,6.049638775627424e+17,132.56785634863002,11.89666486053,0.998,0.26310475163900054,132.56789317431503,11.896670930265,211417004.0,0.9,132.567905,11.896681,0.0,0.05522256269738774,0.9490000000000001
200233303.0,KTWO200233303-C18,18.0,27.0,132.733747,11.898036,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.027999999999999997,132.733747,11.898036,1819.0,132.73339,11.89776,6.049690315234657e+17,132.73331353217,11.89775953506,1.0,0.2693754708003367,132.733351766085,11.897759767530001,,,,,,,1.0
211417284.0,KTWO211417284-C16,16.0,23.0,132.65415,11.901297,SC,-10.5,1.9,-5.2,2.2,,,,,15.294,0.07,14.472999999999999,0.04,14.962,0.34,14.217,0.04,14.142000000000001,0.38,,,12.904000000000002,0.022000000000000002,12.495,0.02,12.394,0.02,14.388,gri,,,5972-301-6-0116-0254,510-048387,08503700+1154047,,1.0,0.0,0.904,,,,15.0,4.0,52.0,,,0.001,132.65415,11.901297,1840.0,132.65418,11.901274,6.049640837211587e+17,132.65410582963005,11.901286931860001,1.0,0.26538894712831246,132.65414291481503,11.90128046593,,,,,,,1.0
211417284.0,KTWO211417284-C16,16.0,23.0,132.65415,11.901297,LC,-10.5,1.9,-5.2,2.2,,,,,15.294,0.07,14.472999999999999,0.04,14.962,0.34,14.217,0.04,14.142000000000001,0.38,,,12.904000000000002,0.022000000000000002,12.495,0.02,12.394,0.02,14.388,gri,,,5972-301-6-0116-0254,510-048387,08503700+1154047,,1.0,0.0,0.904,,,,15.0,4.0,52.0,,,0.001,132.65415,11.901297,1840.0,132.65418,11.901274,6.049640837211587e+17,132.65410582963005,11.901286931860001,1.0,0.26538894712831246,132.65414291481503,11.90128046593,,,,,,,1.0
211417559.0,KTWO211417559-C05,5.0,31.0,132.583875,11.905085,LC,,,,,,,,,,,,,,,,,,,,,15.605,0.057,14.793,0.06,14.712,0.09300000000000001,17.964000000000002,JHK,,,,,08502013+1154183,,1.0,0.0,0.51,,,,6.0,1.0,13.0,,,0.002,132.583875,11.905085,1861.0,132.5839,11.905027,6.049639119224777e+17,132.58381580827,11.90506360845,0.965,0.32453517045082586,132.58385790413502,11.905045304225,211417559.0,0.9,132.583879,11.905085,0.0,0.16107138684163028,0.9325
211417765.0,KTWO211417765-C05,5.0,31.0,132.92178,11.90806,SC,-9.6,0.9,-3.8,2.4,,,,,13.402000000000001,0.12,12.838,0.1,13.082,0.18,12.664000000000001,0.05,12.612,0.15,,,11.703,0.021,11.466,0.022000000000000002,11.397,0.019,12.753,gri,,,,510-048665,08514122+1154290,,1.0,0.0,0.948,,,,6.0,1.0,13.0,,,0.0005652,132.92178,11.90806,1866.0,132.92178,11.908067,6.049228863949722e+17,132.92173896633005,11.90806280055,1.0,0.14533070856674707,132.92175948316503,11.908064900275,211417765.0,0.9,132.921778,11.90806,0.0,0.06756955171974273,0.95
211417765.0,KTWO211417765-C05,5.0,31.0,132.92178,11.90806,LC,-9.6,0.9,-3.8,2.4,,,,,13.402000000000001,0.12,12.838,0.1,13.082,0.18,12.664000000000001,0.05,12.612,0.15,,,11.703,0.021,11.466,0.022000000000000002,11.397,0.019,12.753,gri,,,,510-048665,08514122+1154290,,1.0,0.0,0.948,,,,6.0,1.0,13.0,,,0.0005652,132.92178,11.90806,1866.0,132.92178,11.908067,6.049228863949722e+17,132.92173896633005,11.90806280055,1.0,0.14533070856674707,132.92175948316503,11.908064900275,211417765.0,0.9,132.921778,11.90806,0.0,0.06756955171974273,0.95
211417658.0,KTWO211417658-C18,18.0,27.0,132.576615,11.906684,LC,21.0,2.5,-19.7,2.8,,,,,15.624,0.09,14.874,0.06,15.328,0.39,14.649000000000001,0.03,14.718,0.45,,,13.520999999999999,0.021,13.132,0.026000000000000002,13.128,0.034,14.901,gri,,,,510-048362,08501838+1154239,,1.0,0.0005,0.875,216.578,170.502,136.892,6.0,1.0,13.0,,,0.0009088,132.576615,11.906684,1868.0,132.57665,11.90666,6.049668668599782e+17,132.57657000653998,11.90666065928,1.0,0.28179064034939333,132.57661000327,11.906660329640001,211417658.0,0.9,132.57661299999998,11.906684,0.0,0.0858646461579419,0.95
211417812.0,KTWO211417812-C18,18.0,27.0,132.75073500000002,11.908914,SC,-10.2,1.5,-4.6,0.9,,,,,13.540999999999999,0.02,12.764000000000001,0.02,13.224,0.26,12.549000000000001,0.04,12.460999999999999,0.24,,,11.322000000000001,0.021,10.921,0.02,10.86,0.02,12.69,gri,,,,510-048454,08510018+1154321,,1.0,0.0,0.95,,,,6.0,1.0,13.0,,,0.000886,132.75073500000002,11.908914,1873.0,132.75076,11.908899,,,,,,132.75076,11.908899,211417812.0,0.9,132.750734,11.908914,0.0,0.10631976660647051,0.9
211417812.0,KTWO211417812-C18,18.0,27.0,132.75073500000002,11.908914,LC,-10.2,1.5,-4.6,0.9,,,,,13.540999999999999,0.02,12.764000000000001,0.02,13.224,0.26,12.549000000000001,0.04,12.460999999999999,0.24,,,11.322000000000001,0.021,10.921,0.02,10.86,0.02,12.69,gri,,,,510-048454,08510018+1154321,,1.0,0.0,0.95,,,,6.0,1.0,13.0,,,0.000886,132.75073500000002,11.908914,1873.0,132.75076,11.908899,,,,,,132.75076,11.908899,211417812.0,0.9,132.750734,11.908914,0.0,0.10631976660647051,0.9
211417817.0,KTWO211417817-C05,5.0,31.0,132.61068,11.908991,LC,-13.0,3.0,-1.0,3.0,,,22.621,0.289,,,,,19.512999999999998,0.012,18.092,0.006999999999999999,17.282,0.006,16.833,0.01,15.636,0.054000000000000006,14.832,0.065,14.714,0.08,17.951,gri,,,5972-301-6-0116-0364,,08502656+1154323,,0.883,0.11699999999999999,0.77,2951.295,2235.481,1687.856,6.0,1.0,13.0,,,0.0007563,132.61068,11.908991,1878.0,132.61073000000002,11.908958,6.049642512244595e+17,132.61063684839,11.909005258299999,0.992,0.36961085024569357,132.610683424195,11.908981629149999,211417817.0,0.9,132.610678,11.908991,0.0,0.03877015058901118,0.946
200200588.0,KTWO200200588-C16,16.0,23.0,132.65851899999998,11.911336,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,15.0,4.0,52.0,,,0.005,132.65851899999998,11.911336,1891.0,132.65848,11.91129,6.049641180808945e+17,132.65840047761006,11.91129974998,1.0,0.28230702919359246,132.65844023880504,11.911294874989999,,,,,,,1.0
211418176.0,KTWO211418176-C16,16.0,23.0,132.61688999999998,11.914045,LC,-9.2,1.6,-3.4,1.3,,,,,14.856,0.09,14.216,0.05,14.615,0.38,14.035,0.01,14.055,0.36,,,12.968,0.021,12.665,0.025,12.562999999999999,0.026000000000000002,14.222999999999999,gri,,,5972-301-6-0116-0202,510-048374,08502805+1154505,,1.0,0.0,0.929,,,,15.0,4.0,52.0,,,0.00043739999999999995,132.61688999999998,11.914045,1909.0,132.61693,11.91404,6.049642555198552e+17,132.61684623037,11.91403865434,0.996,0.2951141256336857,132.616888115185,11.91403932717,211418176.0,0.9,132.61688600000002,11.914045,0.0,0.021738852518592065,0.948
211418464.0,KTWO211418464-C16,16.0,23.0,132.43905,11.918463000000001,LC,-11.0,3.6,-1.9,3.6,,,,,,,,,,,,,,,,,14.654000000000002,0.032,14.186,0.036000000000000004,13.934000000000001,0.05,16.45,JHK,,,5972-301-6-0115-0423,510-048314,08494537+1155064,,0.9990000000000001,0.001,0.78,,,,15.0,4.0,52.0,,,0.001,132.43905,11.918463000000001,1931.0,132.43903999999998,11.918435,6.049664545431347e+17,132.43900377493,11.91844565563,0.99,0.13324038477551906,132.439021887465,11.918440327815,211418464.0,0.9,132.439046,11.918463000000001,0.0,0.11779455622295908,0.9450000000000001
211418682.0,KTWO211418682-C16,16.0,23.0,132.43791000000002,11.9217,LC,-11.0,3.0,0.0,3.0,,,21.714000000000002,0.14,,,,,19.042,0.009000000000000001,17.660999999999998,0.005,17.032,0.005,16.682000000000002,0.009000000000000001,15.556,0.052000000000000005,14.890999999999998,0.057999999999999996,14.609000000000002,0.075,17.635,gri,,,5972-301-6-0115-0421,,08494509+1155181,,0.919,0.081,0.606,2269.438,1830.182,1480.204,15.0,4.0,52.0,,,0.002,132.43791000000002,11.9217,1948.0,132.4379,11.921646,6.049665189667843e+17,132.43784407292,11.921670835499999,0.998,0.21633473844170212,132.43787203646002,11.921658417749999,211418682.0,0.9,132.43791399999998,11.9217,0.0,0.21037303723209372,0.9490000000000001
200233289.0,KTWO200233289-C18,18.0,27.0,132.784895,11.926385,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.040999999999999995,132.784895,11.926385,1959.0,132.78426000000002,11.92661,6.049226415813046e+17,132.7841935653,11.92663291454,1.0,0.2481168313671767,132.78422678265002,11.92662145727,,,,,,,1.0
211419666.0,KTWO211419666-C18,18.0,27.0,132.492945,11.936344,LC,76.9,18.0,-63.3,18.0,,,,,14.905999999999999,0.01,14.35,0.01,14.815,0.49,14.177,0.02,14.23,0.42,,,14.555,0.032,14.072000000000001,0.039,13.912,0.037000000000000005,14.405,gri,,,,510-048335,08495832+1156108,,0.867,0.133,0.887,1044.109,957.743,892.92,6.0,1.0,13.0,,,0.002,132.492945,11.936344,1998.0,132.49303,11.936322,,,,,,132.49303,11.936322,211419666.0,0.9,132.492952,11.936344,0.0,0.2859167996748408,0.9
200233280.0,KTWO200233280-C18,18.0,27.0,132.933602,11.9453,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.046,132.933602,11.9453,2015.0,132.93286,11.945122,6.049233674311128e+17,132.93281574377,11.945134105620001,1.0,0.16185015848463927,132.932837871885,11.94512805281,,,,,,,1.0
211420247.0,KTWO211420247-C18,18.0,27.0,132.465195,11.944541000000001,LC,-8.0,3.0,4.0,3.0,,,21.871,0.15,,,,,19.007,0.009000000000000001,17.631,0.006,17.007,0.005,16.675,0.009000000000000001,15.467,0.047,14.797,0.062,14.481,0.067,17.607,gri,,,6004-301-6-0113-0301,,08495164+1156403,,1.0,0.0,0.56,,,,6.0,1.0,13.0,,,0.002,132.465195,11.944541000000001,2027.0,132.46517,11.944518,6.049681338744914e+17,132.46511480208,11.94454522333,0.91,0.2177155439369119,132.46514240104,11.944531611664999,211420247.0,0.9,132.465196,11.944541000000001,0.0,0.19178009980407162,0.905
211420451.0,KTWO211420451-C16,16.0,23.0,132.95349,11.947557000000002,SC,-16.4,4.2,-2.7,4.9,,,,,13.828,0.03,12.902999999999999,0.02,13.395,0.17,12.647,0.08,12.439,0.11,,,11.255999999999998,0.022000000000000002,10.779000000000002,0.022000000000000002,10.705,0.017,12.725999999999999,gri,,,,510-048684,08514883+1156511,,1.0,0.0005,0.96,,,,15.0,4.0,52.0,,,0.001,132.95349,11.947557000000002,2029.0,132.95349,11.947547,6.049234705103242e+17,132.95344539762,11.94755492766,1.0,0.15966168995563892,132.95346769881,11.94755096383,,,,,,,1.0
211420451.0,KTWO211420451-C16,16.0,23.0,132.95349,11.947557000000002,LC,-16.4,4.2,-2.7,4.9,,,,,13.828,0.03,12.902999999999999,0.02,13.395,0.17,12.647,0.08,12.439,0.11,,,11.255999999999998,0.022000000000000002,10.779000000000002,0.022000000000000002,10.705,0.017,12.725999999999999,gri,,,,510-048684,08514883+1156511,,1.0,0.0005,0.96,115.749,94.294,77.619,15.0,4.0,52.0,,,0.001,132.95349,11.947557000000002,2029.0,132.95349,11.947547,6.049234705103242e+17,132.95344539762,11.94755492766,1.0,0.15966168995563892,132.95346769881,11.94755096383,,,,,,,1.0
211420394.0,KTWO211420394-C05,5.0,31.0,132.5001,11.946691,LC,-10.0,2.1,-3.8,1.5,,,,,14.124,0.08,13.562999999999999,0.04,13.964,0.46,13.392999999999999,0.04,13.462,0.46,,,12.463,0.021,12.189,0.022000000000000002,12.155,0.023,13.612,gri,,,,510-048337,08500003+1156481,,1.0,0.0,0.95,,,,6.0,1.0,13.0,,,0.0008202,132.5001,11.946691,2036.0,132.5001,11.9467,6.049679964355242e+17,132.50005663666,11.94667908273,1.0,0.1702818232258679,132.50007831833,11.946689541365,211420394.0,0.9,132.500105,11.946691,0.0,0.09412013871378927,0.95
211420549.0,KTWO211420549-C05,5.0,31.0,132.71595,11.948852,SC,-8.1,1.3,-0.4,2.0,,,,,13.309000000000001,0.02,12.751,0.02,13.09,0.28,12.616,0.05,12.645,0.28,,,11.645999999999999,0.022000000000000002,11.382,0.02,11.321,0.018000000000000002,12.779000000000002,gri,,,,510-048418,08505182+1156559,,1.0,0.0,0.955,,,,6.0,1.0,13.0,,,0.0002616,132.71595,11.948852,2043.0,132.71598,11.94886,6.049697831420957e+17,132.71590342884,11.948850708710001,0.981,0.2717498678178679,132.71594171442,11.948855354355,211420549.0,0.9,132.715955,11.948852,1.0,0.04832487338855859,0.9405
211420549.0,KTWO211420549-C05,5.0,31.0,132.71595,11.948852,LC,-8.1,1.3,-0.4,2.0,,,,,13.309000000000001,0.02,12.751,0.02,13.09,0.28,12.616,0.05,12.645,0.28,,,11.645999999999999,0.022000000000000002,11.382,0.02,11.321,0.018000000000000002,12.779000000000002,gri,,,,510-048418,08505182+1156559,,1.0,0.0,0.955,,,,6.0,1.0,13.0,,,0.0002616,132.71595,11.948852,2043.0,132.71598,11.94886,6.049697831420957e+17,132.71590342884,11.948850708710001,0.981,0.2717498678178679,132.71594171442,11.948855354355,211420549.0,0.9,132.715955,11.948852,1.0,0.04832487338855859,0.9405
200233274.0,KTWO200233274-C18,18.0,27.0,132.80426599999998,11.950613,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.025,132.80426599999998,11.950613,2048.0,132.80411999999998,11.950236,6.049710888121773e+17,132.80405226853998,11.95024504069,1.0,0.240758859468554,132.80408613427,11.950240520345,,,,,,,1.0
211420952.0,KTWO211420952-C05,5.0,31.0,132.54831000000001,11.954516,LC,-12.0,3.0,-1.0,3.0,,,22.795,0.336,,,,,18.927,0.009000000000000001,17.548,0.005,16.929000000000002,0.005,16.644000000000002,0.009000000000000001,15.513,0.05,14.737,0.054000000000000006,14.589,0.063,17.528,gri,,,5972-301-6-0116-0149,,08501159+1157162,,1.0,0.0,0.632,2761.468,2477.188,2065.44,6.0,1.0,13.0,,,0.001,132.54831000000001,11.954516,2063.0,132.54828999999998,11.954473,,,,,,132.54828999999998,11.954473,211420952.0,0.9,132.54830900000002,11.954516,0.0,0.1686442032761744,0.9
200233265.0,KTWO200233265-C18,18.0,27.0,132.964152,11.963196,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.04,132.964152,11.963196,2089.0,132.96441000000002,11.963832,6.049469725713612e+17,132.96436320486998,11.96381356909,0.905,0.17765866214869894,132.964386602435,11.963822784545,,,,,,,0.905
211421683.0,KTWO211421683-C18,18.0,27.0,132.89751,11.965695,SC,-10.0,0.8,-4.1,1.8,,,,,13.583,0.12,12.845999999999998,0.13,13.185,0.17,12.603,0.06,12.475,0.14,,,11.447000000000001,0.021,11.142999999999999,0.022000000000000002,11.03,0.019,12.687999999999999,gri,,,,510-048644,08513540+1157564,,1.0,0.0,0.9440000000000001,,,,6.0,1.0,13.0,,,0.0004011,132.89751,11.965695,2097.0,132.89753000000002,11.965702,6.049243939277345e+17,132.89747103201,11.96569736057,1.0,0.20834275885313785,132.897500516005,11.965699680284999,211421683.0,0.9,132.897516,11.965695,0.0,0.05707488152376568,0.95
211421683.0,KTWO211421683-C18,18.0,27.0,132.89751,11.965695,LC,-10.0,0.8,-4.1,1.8,,,,,13.583,0.12,12.845999999999998,0.13,13.185,0.17,12.603,0.06,12.475,0.14,,,11.447000000000001,0.021,11.142999999999999,0.022000000000000002,11.03,0.019,12.687999999999999,gri,,,,510-048644,08513540+1157564,,1.0,0.0,0.9440000000000001,,,,6.0,1.0,13.0,,,0.0004011,132.89751,11.965695,2097.0,132.89753000000002,11.965702,6.049243939277345e+17,132.89747103201,11.96569736057,1.0,0.20834275885313785,132.897500516005,11.965699680284999,211421683.0,0.9,132.897516,11.965695,0.0,0.05707488152376568,0.95
211421954.0,KTWO211421954-C16,16.0,23.0,132.82905,11.969724000000001,SC,-6.9,1.3,-2.6,1.8,,,,,13.318,0.11,12.350999999999999,0.11,12.835,0.2,12.027000000000001,0.05,11.85,0.19,,,10.587,0.022000000000000002,10.095,0.02,10.012,0.017,12.145,gri,,,,510-048549,08511897+1158110,,0.9990000000000001,0.0007,0.9590000000000001,,,,15.0,4.0,52.0,,,0.0009919,132.82905,11.969724000000001,2115.0,132.82907,11.969703,6.049242908485192e+17,132.82900643097,11.96971985176,1.0,0.23194699439254246,132.829038215485,11.96971142588,,,,,,,1.0
211421954.0,KTWO211421954-C16,16.0,23.0,132.82905,11.969724000000001,LC,-6.9,1.3,-2.6,1.8,,,,,13.318,0.11,12.350999999999999,0.11,12.835,0.2,12.027000000000001,0.05,11.85,0.19,,,10.587,0.022000000000000002,10.095,0.02,10.012,0.017,12.145,gri,,,,510-048549,08511897+1158110,,0.9990000000000001,0.0007,0.9590000000000001,130.285,106.699,87.141,15.0,4.0,52.0,,,0.0009919,132.82905,11.969724000000001,2115.0,132.82907,11.969703,6.049242908485192e+17,132.82900643097,11.96971985176,1.0,0.23194699439254246,132.829038215485,11.96971142588,,,,,,,1.0
200233255.0,KTWO200233255-C18,18.0,27.0,132.743465,11.970939999999999,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.023,132.743465,11.970939999999999,2123.0,132.74313,11.970775,6.049699248766491e+17,132.74306072143,11.97077638023,0.993,0.24402980997020565,132.74309536071502,11.970775690115,,,,,,,0.993
211422199.0,KTWO211422199-C05,5.0,31.0,132.575085,11.973382,LC,-4.4,2.9,2.1,2.9,,,,,,,,,,,,,,,,,13.934000000000001,0.025,13.286,0.026000000000000002,13.144,0.027999999999999997,15.957,JHK,,,6004-301-6-0113-0410,510-048360,08501802+1158242,,1.0,0.0,0.7929999999999999,,,,6.0,1.0,13.0,,,0.001,132.575085,11.973382,2135.0,132.57513,11.973372,,,,,,132.57513,11.973372,211422199.0,0.9,132.575084,11.973382,0.0,0.16594908984842963,0.9
211422418.0,KTWO211422418-C05,5.0,31.0,132.58813500000002,11.976902,LC,-12.2,2.0,-7.8,2.3,,,,,16.506,0.08,15.579,0.04,16.121,0.43,15.262,0.05,14.979000000000001,0.02,,,13.853,0.026000000000000002,13.417,0.03,13.297,0.03,15.322000000000001,gri,,,,510-048364,08502115+1158369,,1.0,0.0,0.871,356.264,271.45099999999996,205.915,6.0,1.0,13.0,,,0.0005748999999999999,132.58813500000002,11.976902,2148.0,132.58818,11.97691,6.049677602131663e+17,132.58811364421,11.97690963991,1.0,0.23368431639907478,132.588146822105,11.976909819955,211422418.0,0.9,132.58813999999998,11.976902,1.0,0.03700978425768735,0.95
211422676.0,KTWO211422676-C18,18.0,27.0,132.44911499999998,11.980715,LC,-14.1,1.2,-3.2,1.0,,,,,13.902000000000001,0.01,13.341,0.03,13.755999999999998,0.47,13.206,0.03,13.324000000000002,0.52,,,12.292,0.022000000000000002,12.034,0.02,11.975,0.021,13.454,gri,,,,510-048318,08494779+1158506,,1.0,0.0,0.9279999999999999,153.991,143.35,132.29,6.0,1.0,13.0,,,0.002,132.44911499999998,11.980715,2171.0,132.44906,11.980734,6.049799879842136e+17,132.44905986858,11.98070305601,1.0,0.11139932536838262,132.44905993429,11.980718528005,211422676.0,0.9,132.44911000000002,11.980715,0.0,0.17676742686122446,0.95
211422813.0,KTWO211422813-C05,5.0,31.0,132.50093999999999,11.982667999999999,LC,,,,,,,,,,,,,,,,,,,,,15.591,0.053,14.834000000000001,0.064,14.681,0.078,17.730999999999998,JHK,,,,,08500022+1158576,,0.7709999999999999,0.22899999999999998,0.774,3021.7459999999996,2359.058,1799.521,6.0,1.0,13.0,,,0.002,132.50093999999999,11.982667999999999,2179.0,132.50091,11.982641,6.049686836303096e+17,132.50085383054,11.98265520668,0.999,0.20430892735197936,132.50088191526999,11.98264810334,211422813.0,0.9,132.50093600000002,11.982667999999999,0.0,0.2034859477334446,0.9495
211423010.0,KTWO211423010-C05,5.0,31.0,132.58905,11.9858,LC,-6.6,2.1,-5.3,2.3,,,,,15.852,0.11,15.056,0.05,15.549000000000001,0.39,14.866,0.05,14.637,0.07,,,13.700999999999999,0.025,13.333,0.03,13.276,0.033,14.91,gri,,,,510-048365,08502137+1159089,,1.0,0.0,0.861,370.273,309.42400000000004,255.106,6.0,1.0,13.0,,,0.0004482,132.58905,11.9858,2192.0,132.58907,11.985815,6.049736357284268e+17,132.58899685594,11.98580629565,1.0,0.2594770921054091,132.58903342796998,11.985810647825001,211423010.0,0.9,132.589044,11.9858,0.0,0.05343591391572295,0.95
200200678.0,KTWO200200678-C16,16.0,23.0,132.889055,11.995306,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,15.0,4.0,52.0,,,0.044000000000000004,132.889055,11.995306,2219.0,132.88855,11.994781,6.049247761803887e+17,132.8884867757,11.99476713453,1.0,0.22816499929891823,132.88851838785,11.994774067265,,,,,,,1.0
211423623.0,KTWO211423623-C05,5.0,31.0,132.48018000000002,11.994872,LC,,,,,,,,,,,,,,,,,,,,,15.789000000000001,0.066,15.319,0.085,14.999,0.106,17.812,JHK,,,,,08495524+1159415,,1.0,0.0002,0.66,,,,6.0,1.0,13.0,,,0.001,132.48018000000002,11.994872,2225.0,132.48013999999998,11.994879,,,,,,132.48013999999998,11.994879,211423623.0,0.9,132.480177,11.994872,0.0,0.1327063551803564,0.9
211423883.0,KTWO211423883-C16,16.0,23.0,132.54144,11.998322,LC,-7.7,1.4,-6.7,1.3,,,,,14.537,0.02,13.922,0.02,14.36,0.41,13.788,0.04,13.815999999999999,0.44,,,12.82,0.021,12.578,0.023,12.497,0.02,13.979000000000001,gri,,,,510-048348,08500995+1159539,,1.0,0.0,0.924,249.22400000000002,216.33700000000002,188.09900000000002,15.0,4.0,52.0,,,0.0007731,132.54144,11.998322,2237.0,132.54144,11.998326,6.049687523497669e+17,132.54139297285,11.99830786677,0.999,0.17800148562810017,132.541416486425,11.998316933385,211423883.0,0.9,132.541442,11.998322,0.0,0.09167514289655924,0.9495
211424980.0,KTWO211424980-C18,18.0,27.0,132.46791000000002,12.015049000000001,LC,-5.9,3.5,-1.7,3.3,,,,,18.128,0.21,16.833,0.09300000000000001,,,,,,,,,14.043,0.025,13.413,0.03,13.243,0.027999999999999997,16.583,BV,,,,511-047055,08495231+1200540,,1.0,0.0,0.76,,,,6.0,1.0,13.0,,,0.001,132.46791000000002,12.015049000000001,2297.0,132.4679,12.015007,,,,,,132.4679,12.015007,211424980.0,0.9,132.46791499999998,12.015049000000001,0.0,0.16015953922512746,0.9
200233225.0,KTWO200233225-C18,18.0,27.0,132.784327,12.018397,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.03,132.784327,12.018397,2300.0,132.78384,12.01848,6.049723300583124e+17,132.78376626163998,12.018469423139999,0.973,0.26241655360951915,132.78380313082,12.01847471157,,,,,,,0.973
211426841.0,KTWO211426841-C05,5.0,31.0,132.66822,12.044022,LC,-11.6,1.3,-2.9,1.6,,,,,,,,,,,,,,,,,12.786,0.022000000000000002,12.515,0.024,12.466,0.021,13.873,JHK,,,6004-301-6-0114-0121,511-047110,08504037+1202385,,0.996,0.004,0.9129999999999999,216.377,164.952,130.179,6.0,1.0,13.0,,,0.00040919999999999997,132.66822,12.044022,2393.0,132.66824,12.044024,6.049743229231675e+17,132.66817920242,12.04400862504,1.0,0.22109379449621627,132.66820960120998,12.04401631252,211426841.0,0.9,132.668226,12.044022,0.0,0.061259146138546265,0.95
211427165.0,KTWO211427165-C05,5.0,31.0,132.855435,12.049022,LC,-8.0,1.2,-2.4,1.5,,,,,14.792,0.18,13.802,0.18,14.276,0.21,13.436,0.13,13.142999999999999,0.16,,,11.671,0.021,11.123,0.023,10.970999999999998,0.022000000000000002,13.482999999999999,gri,,,,511-047176,08512530+1202563,,1.0,0.0,0.943,725.8539999999999,726.255,720.048,6.0,1.0,13.0,,,0.0003097,132.855435,12.049022,2409.0,132.85546000000002,12.049014,6.049720895401208e+17,132.85538695656,12.04901356636,1.0,0.2571680312687,132.85542347828002,12.04901378318,211427165.0,0.9,132.855432,12.049022,1.0,0.04213251694356755,0.95
211427009.0,KTWO211427009-C16,16.0,23.0,132.414165,12.046826,LC,6.4,3.2,-2.9,3.2,,,,,17.597,0.08,16.616,0.14,17.398,0.69,16.058,0.06,15.779000000000002,0.122,,,14.545,0.031,13.977,0.034,13.844000000000001,0.034,16.265,gri,,,5935-301-3-0106-0214,511-047045,08493939+1202484,,1.0,0.0,0.8009999999999999,,,,15.0,4.0,52.0,,,0.002,132.414165,12.046826,2412.0,132.4141,12.046821,,,,,,132.4141,12.046821,211427009.0,0.9,132.41415800000001,12.046826,0.0,0.20499347187461506,0.9
