,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS,bayestar2019_ext,bayestar2019_ext_err,bayestar2019_flags
218,219422386.0,,KTWO219422386-C07,7.0,9.0,289.592445,-16.7898,LC,7.0,2.1,-17.4,2.2,,,,,14.262,0.02,13.403,0.03,13.787,0.03,13.138,0.01,12.851,0.063,,,11.787,0.026,11.402,0.024,11.308,0.023,13.132,gri,,,,367-163371,19182218-1647232,AAA-222-111-000-0-0,0.955,0.045,0.995,313.48,273.285,256.148,10.0,1.0,29.0,,,0.004,289.592445,-16.7898,,,,,289.592436346,-16.7897976822,0.9769196490269548,219422386.0,,289.592436346,-16.7897976822,4.1838501054489206e+18,289.59243,-16.78991,0.9,0.404935188156106,289.59243423066664,-16.789835121466663,289.59243361525,-16.78991209294,4.1838501054489206e+18,1.0,0.27710542174282354,0.9589732163423182,289.59243634632014,-16.7897976822227,0.001,0.001,90.0,4.1838501054489206e+18,289.59243361525,0.0251,-16.78991209294,0.0225,3.1632,0.0306,-0.607,0.048,-26.573,0.038,False,101597.0,53.3091,13.171166,47922.0,149.759,13.65005,77084.1,106.135,12.544509,1.1055409999999999,42.72,10.31,3.0,4953.03,0.183,0.10099999999999999,0.91,0.447,0.030969999999999998,19182218-1647232,289.59243,-16.789789000000006,0.06,0.06,0.0,11.739438001063094,11.373860000628978,11.289844000405818,0.03040317574648949,0.025747535379273198,0.023773726964257596,AAA,222.0,0.0,2451319.8159,0.065122,8.785289592513253e+16,289.5924388,-16.78990714,0.177,0.10099999999999999,90.0,235200512.0,28.0,56060.46255787,13.0,81.0,13.540420004718007,0.07001254598368326,16696.0,13.06798000350967,,16420.0,12.851740002643318,,65572.0,12.73806000207737,,36.0,12.681020001693815,0.02533814293181217,16696.0,0.386295,0.0737,0.1943,5539.88476562,231.53125,0.0005695487088772516,0.0033876973231993586,0.0014938924257481066,1.004541,0.13405114027017198,13.864843867902627,,13.25802497391153,,12.96129974125466,,12.800470800511462,,12.779099445519034,,0.05999999865889549,0.019880437180399897,10
219,219745741.0,,KTWO219745741-C07,7.0,9.0,288.4335450000001,-15.935391,LC,,,,,,,,,,,,,,,,,,,,,14.627,0.036000000000000004,14.012,0.028,13.745,0.053,16.954,JHK,,,,,19134404-1556074,AAA-222-111-000-0-0,0.784,0.21600000000000005,0.65,9153.615,7427.4609999999975,5834.061,10.0,4.0,32.0,,,0.005,288.4335450000001,-15.935391,,,,,288.433536292,-15.9354011064,0.991523883395391,219745741.0,,288.433536292,-15.9354011064,4.088124114881223e+18,288.43353,-15.93551,0.9,0.3926215709966592,288.4335341946666,-15.935437404266667,288.43353169520014,-15.93551363106,4.088124114881223e+18,0.8,0.2745528247353782,0.8971746277984636,288.4335362919836,-15.9354011063858,0.004,0.004,90.0,4.088124114881223e+18,288.43353169520014,0.1563,-15.93551363106,0.1365,3.4429,0.1805,-1.0270000000000001,0.27399999999999997,-26.135,0.23,False,1862.29,7.147069999999999,17.513245,360.70599999999996,15.431,18.958506,2421.86,41.0365,16.30155,2.656956,,,0.0,,,0.2595666666666666,,,0.047248000000000005,19134404-1556074,288.433539,-15.935391000000001,0.06,0.06,0.0,14.58736500236243,13.98855000139773,13.729870000901817,0.03791284744629702,0.028870248161960942,0.05319400833399699,AAA,222.0,0.0,2450952.7585,0.02077,8.887288433534778e+16,288.43352879,-15.93549632,0.006,0.005,0.0,503635968.0,60.0,56148.77164352,10.0,77.0,19.145600010484458,0.05547146222433588,115000.0,18.081450007799265,0.04490206172843409,115000.0,16.769250005874035,0.03461342650571266,115000.0,16.09835000461638,0.024573670216405084,115000.0,15.772050003764035,0.019150797725521643,115000.0,0.383282,0.2030153846153846,0.4633076923076923,,,0.004158847632339513,0.04548172482591227,0.01824281802884135,2.3973893333333334,0.33674619287058405,19.58333414273964,0.018315421376335725,18.243602157912814,0.022769309802987404,16.870509430149447,0.01800537248326877,16.08646405288764,0.012991995720399063,15.995110151750756,0.028888328353598697,0.04999999701976776,0.015000000596046448,10
220,219619241.0,,KTWO219619241-C07,7.0,9.0,288.383925,-16.286773999999998,LC,23.3,23.2,10.3,8.8,,,,,,,,,,,,,,,,,13.765999999999998,0.026,13.084,0.032,12.843,0.03,16.205,JHK,,,,369-164525,19133215-1617120,AAA-222-111-000-0-0,0.983,0.017,0.778,1367.405,1024.117,804.085,10.0,4.0,32.0,,,0.003,288.383925,-16.286773999999998,,,,,288.383965768,-16.286689314100002,0.991285234859176,219619241.0,,288.383965768,-16.286689314100002,4.088060892960421e+18,288.38396,-16.28681,0.9,0.4349261841664139,288.3839638453333,-16.286729542733337,288.38396364003995,-16.28680727961,4.088060892960421e+18,1.0,0.2798536551039592,0.9637617449530588,288.3839657680533,-16.2866893140856,0.003,0.002,90.0,4.088060892960421e+18,288.38396364003995,0.0724,-16.28680727961,0.0689,3.3611,0.0958,-0.474,0.19,-27.398000000000003,0.129,False,6116.75,6.19764,16.222063000000002,1548.4,13.5856,17.37668,6865.47,16.3157,15.170245000000001,2.206435,,,0.0,4041.24,0.2498,0.133,,,0.33584400000000003,19133215-1617120,288.383964,-16.28669,0.06,0.06,90.0,13.702584001417456,13.046480000838638,12.818792000541091,0.026787167251885135,0.03222646927811134,0.030100747813620442,AAA,222.0,0.0,2450952.7583,0.33107,8.845288383967624e+16,288.38396164,-16.28680105,0.033,0.022000000000000002,90.0,503635968.0,60.0,55794.22966435,5.0,65.0,17.490360006290672,0.029293292536282108,115000.0,16.25034000467956,0.022057244748184903,115000.0,15.412420003524423,0.016128614122992036,115000.0,15.042180002769827,0.013515722897497112,115000.0,14.84386000225842,0.011844553949261703,115000.0,0.159728,0.2030153846153846,0.4633076923076923,,,0.001099537407715485,0.009484657841917711,0.002577176841686282,2.073435,0.3333064825125829,18.014642518739514,0.0065062325907675736,16.489752239093534,0.00599577712048673,15.57019762907837,0.0018028042702991872,15.090088535006474,0.005446407121028076,15.073652380752266,0.008914611155267637,0.07999999821186066,0.008131840080022809,10
221,219610232.0,,KTWO219610232-C07,7.0,9.0,288.379545,-16.311149,LC,-5.1,2.2,-30.7,2.8,,,,,14.652,0.03,13.703,0.03,14.175999999999998,0.01,13.327,0.01,12.962,0.06,,,11.625,0.022,11.133,0.021,11.007,0.023,13.327,gri,,,,369-164517,19133109-1618401,AAA-222-111-000-0-0,0.997,0.003,0.878,462.414,459.157,456.914,10.0,4.0,32.0,,,0.003,288.379545,-16.311149,,,,,288.379554159,-16.311150826800002,0.9783032649631992,219610232.0,,288.379554159,-16.311150826800002,,,,,,288.379554159,-16.311150826800002,288.37955155349,-16.311264108870002,4.0880606868022354e+18,1.0,0.4079148003120364,0.9891516324815997,288.3795541587965,-16.3111508268331,0.001,0.001,90.0,4.0880606868022354e+18,288.37955155349,0.0268,-16.311264108870002,0.0267,3.2042,0.0314,-0.581,0.061,-26.311,0.05,False,88263.4,205.003,13.323915,38451.5,313.494,13.889104999999999,72074.6,445.473,12.617464,1.271641,54.72,13.11,6.0,5036.84,0.677,0.331,0.8,0.3720000000000001,0.032320999999999996,19133109-1618401,288.379547,-16.311146,0.06,0.06,90.0,11.55547057568878,11.091862999871372,10.980458302262425,0.022221026941781682,0.021081304169278024,0.023030941709880636,AAA,222.0,0.0,2450952.7583,0.012822,8.842288379551691e+16,288.37955115,-16.31126088,0.024,0.006,90.0,503635968.0,60.0,55829.18626157,5.0,79.0,13.830228642958403,0.013955559823671538,115000.0,13.242057293525338,0.01837302366332368,16892216.0,13.026119344875218,,114724.0,12.768133873775604,,114724.0,12.680419549760222,0.00818914351214043,115000.0,0.403328,0.2894,0.4411,5512.41943359,215.21435546999962,0.0025188367371837025,0.008816086778501396,0.006689979437926002,0.9406410000000001,0.3654176264371574,14.269021430117208,,13.50513853513178,,13.190957703426221,,12.868200385336953,,12.826931050443651,,0.08771215379238129,0.003943920582532887,10
222,219604743.0,,KTWO219604743-C07,7.0,9.0,288.532365,-16.325787,LC,,,,,,,,,,,,,,,,,,,,,14.554,0.033,13.851,0.042,13.597,0.043,17.061,JHK,,,,,19140776-1619328,AAA-222-111-000-0-0,0.993,0.006999999999999999,0.606,5613.39,5042.746,4379.775,10.0,4.0,32.0,,,0.0006318,288.532365,-16.325787,,,,,288.532381618,-16.3257968515,0.9780163179044878,219604743.0,,288.532381618,-16.3257968515,,,,,,288.532381618,-16.3257968515,,,,,,0.9780163179044878,288.5323816182134,-16.325796851513697,0.006,0.004,90.0,4.088058139870043e+18,288.53237457567,0.16,-16.325910635579998,0.174,2.885,0.2684,-1.57,0.36200000000000004,-26.427,0.262,False,2203.62,4.6269300000000015,17.330524,433.07300000000004,16.7046,18.759985,2744.59,19.1158,16.165726,2.594259,,,0.0,,,0.2595666666666666,,,0.067484,19140776-1619328,288.532371,-16.325787,0.06,0.06,17.0,14.498510999763758,13.818169999860226,13.57581799990982,0.03386607256279698,0.04224063921991737,0.043098013769946326,AAA,222.0,0.0,2450952.7652,0.020729,8.840288532374931e+16,288.53237383,-16.32590654,0.008,0.005,90.0,503635968.0,60.0,56043.70603009,5.0,47.0,18.861439998951557,0.034661820376408276,115000.0,17.649909999220075,0.025739756254731603,115000.0,16.483229999412597,0.019157945479144036,115000.0,15.967569999538362,0.015169995120337643,115000.0,15.707189999623598,0.012619855215058214,115000.0,0.431424,0.2030153846153846,0.4633076923076923,,,0.002277324923605465,0.04109178578528639,0.0075358333017954,2.3346923333333334,0.33577065737290906,19.371946840656268,0.0081115457109307,17.86469312056361,0.006034883048868896,16.62428190857548,0.003003785771333537,15.984671530629837,0.004610970622665988,15.960226363010998,0.010438330293062976,0.07000000029802322,0.009599999040365216,10
223,219591752.0,,KTWO219591752-C07,7.0,9.0,288.54984,-16.360815,LC,,,,,,,,,,,,,,,,,,,,,13.689,0.024,13.021,0.022,12.8,0.032,16.035999999999998,JHK,,,,,19141196-1621389,AAA-222-111-000-0-0,0.83,0.17,0.705,2768.681,2237.666,1752.922,10.0,4.0,32.0,,,0.004,288.54984,-16.360815,,,,,288.54984660400004,-16.3608123786,0.938773521181428,219591752.0,,288.54984660400004,-16.3608123786,4.088057212156823e+18,288.54984,-16.36093,0.9,0.4240510584666983,288.5498444026667,-16.360851585733332,288.54983899993,-16.3609280666,4.088057212156823e+18,0.8,0.2759628698872025,0.8795911737271428,288.5498466038893,-16.360812378619002,0.004,0.003,90.0,4.088057212156823e+18,288.54983899993,0.1102,-16.3609280666,0.0938,3.0825,0.127,-1.695,0.266,-26.869,0.18899999999999997,False,4362.71,5.918769999999999,16.588974,841.2489999999997,16.4819,18.039078,5541.17,12.9194,15.402916000000001,2.636162,,,0.0,3708.03,,0.2595666666666666,,,0.024686000000000003,19141196-1621389,288.549834,-16.360815,0.06,0.06,0.0,13.585949003779888,12.960030002236365,12.76066200144291,0.024706471206461605,0.022272069138278776,0.03207825112912116,AAA,222.0,0.0,2450952.7652,0.020725,8.83628854983773e+16,288.54983836,-16.36092298,0.012,0.009000000000000001,90.0,503635968.0,60.0,55967.66040509,5.0,62.0,17.96506001677513,0.02647201286490357,115000.0,16.80809001247883,0.020877600175755056,115000.0,15.62127000939846,0.014851729916348937,115000.0,15.073430007386209,0.01210789790027413,115000.0,14.795710006022453,0.009878838477047815,115000.0,0.38876900000000003,0.2030153846153846,0.4633076923076923,,,0.0014719905000216385,0.02106623739795831,0.002528479264443252,2.3765953333333334,0.33383647235668695,18.690912195882643,0.005029527031726965,17.180494512432478,0.007950575955321814,15.881264709077833,0.002801912900242949,15.179760372293945,0.004576824994306788,15.133344872709854,0.007448369356746422,0.12999999523162842,0.007399999797344202,10
224,219610822.0,,KTWO219610822-C07,7.0,9.0,288.668715,-16.309557,LC,3.1,4.9,-16.4,5.1,,,,,14.717,0.01,13.699000000000002,0.04,14.182,0.02,13.401,0.04,13.081,0.01,,,12.001,0.024,11.566,0.027000000000000003,11.423,0.023,13.411,gri,,,,369-165024,19144049-1618344,AAA-222-111-000-0-0,0.939,0.061,0.855,446.717,370.173,314.902,10.0,4.0,32.0,,,0.005,288.668715,-16.309557,,,,,288.668728622,-16.3095608594,0.990431017126831,219610822.0,,288.668728622,-16.3095608594,4.088051783318576e+18,288.66873,-16.30967,0.9,0.3929350064183296,288.6687290813333,-16.3095972396,288.66872538820996,-16.3096731401,4.088051783318576e+18,1.0,0.2735395847571278,0.9634770057089436,288.6687286215135,-16.309560859444197,0.001,0.001,90.0,4.088051783318576e+18,288.66872538820996,0.0265,-16.3096731401,0.0226,3.1572,0.0304,-0.721,0.051,-26.07800000000001,0.043,False,73667.3,32.7564,13.520179,32988.4,55.6393,14.055484,58278.6,73.4339,12.848147,1.207336,,,0.0,4920.0,0.33,0.161,0.79,0.32799999999999996,0.049072000000000005,19144049-1618344,288.668721,-16.309557,0.06,0.06,90.0,11.937584001417457,11.528480000838636,11.398792000541091,0.028590135958585568,0.028521925156359453,0.023752395357448264,AAA,222.0,0.0,2450952.768,0.020731,8.842288668677885e+16,288.66872551,-16.30966842,0.015,0.006,90.0,503635968.0,60.0,55930.86439815,5.0,73.0,13.899260006290675,0.06903172061773073,115000.0,13.288840004679562,0.05130294600340166,16892216.0,13.137320003524422,,114724.0,13.001280002769827,0.030518254438321783,115000.0,12.92856000225842,0.024861417906157212,115000.0,0.402752,0.2030153846153846,0.4633076923076923,,,0.00048266876562172006,0.0018296951424002744,0.0013672197733359446,1.046336,0.33316936801615166,14.30523594361289,,13.531628261630466,,13.286728037551901,,13.091129889711542,,13.060965997688537,,0.07999999821186066,0.019599999636411666,10
225,219545563.0,,KTWO219545563-C07,7.0,9.0,288.47904,-16.482067999999998,LC,-1.8,1.7,-24.0,1.8,,,,,13.794,0.03,13.005,0.04,13.373,0.02,12.755999999999998,0.02,12.534,0.07,,,11.522,0.026,11.118,0.022,11.047,0.021,12.785,gri,,,,368-168875,19135496-1628553,AAA-222-111-000-0-0,0.999,0.001,0.932,249.359,216.621,202.031,10.0,4.0,32.0,,,0.004,288.47904,-16.482067999999998,,,,,288.479036686,-16.4820675064,0.968720879752436,219545563.0,,288.479036686,-16.4820675064,4.0880428884573225e+18,288.47904,-16.48218,0.9,0.4051385138178977,288.4790377906666,-16.482105004266668,288.47903551342,-16.48218213409,4.0880428884573225e+18,1.0,0.27777862355428395,0.956240293250812,288.4790366862634,-16.4820675063606,0.001,0.001,90.0,4.0880428884573225e+18,288.47903551342,0.0361,-16.48218213409,0.0334,3.2241,0.0386,-0.261,0.069,-26.623,0.061,False,144771.0,39.6211,12.786664,70581.9,89.5547,13.229654,106193.0,79.0318,12.196677000000001,1.032977,46.39,1.81,5.0,5121.74,0.244,0.1293,0.98,0.593,0.011576000000000001,19135496-1628553,288.479038,-16.482054,0.06,0.06,0.0,11.463916336883605,11.083634870693087,11.024827530643345,0.02846067903248484,0.023041485632009133,0.02145991652637671,AAA,222.0,0.0,2450952.7653,0.050871,8.82228847903718e+16,288.4790317,-16.4821794,0.025,0.024,0.0,906289152.0,108.0,55649.30935185,5.0,94.0,13.05442489359975,0.05138522254996859,16892216.0,12.901244043931365,,114724.0,12.653578529074789,,114724.0,12.514499818131327,,114724.0,12.34135595242083,0.018916508096526407,115000.0,0.402062,0.2030153846153846,0.4633076923076923,,,0.00029710492570189206,0.0013767148161620076,0.0008077347111462589,0.9036770000000001,0.33316536207881486,13.395302252409218,,13.123605393867146,,12.788261149005107,,12.608193186531537,,12.42794133553746,,0.0732731968164444,0.014603607505559918,10
226,219551103.0,,KTWO219551103-C07,7.0,9.0,288.15774,-16.467726000000006,LC,-2.4,2.0,-28.9,2.5,,,,,14.101,0.02,13.244000000000002,0.02,13.65,0.02,12.964,0.03,12.7,0.06,,,11.626,0.022,11.209,0.022,11.161,0.024,12.985,gri,,,,368-168177,19123785-1628037,AAA-222-111-000-0-0,0.991,0.009000000000000001,0.929,211.342,179.271,165.361,10.0,3.0,31.0,,,0.004,288.15774,-16.467726000000006,,,,,288.157752285,-16.4677250807,0.9950169460397,219551103.0,,288.157752285,-16.4677250807,4.088034161083428e+18,288.15775,-16.46784,0.9,0.4137846822517191,288.15775152333333,-16.467763387133328,288.15774958834,-16.46783841011,4.088034161083428e+18,1.0,0.2701653177458107,0.9650056486799,288.1577522850403,-16.4677250806883,0.001,0.001,90.0,4.088034161083428e+18,288.15774958834,0.024,-16.46783841011,0.0217,3.1963,0.0257,-0.601,0.046,-26.322,0.038,False,115386.0,82.501,13.032985,54525.7,124.53399999999999,13.509885,87518.1,106.36399999999999,12.406675,1.10321,40.85,1.48,2.0,4944.0,0.305,0.151,0.96,0.499,0.042541,19123785-1628037,288.157746,-16.46771,0.06,0.06,90.0,11.557604282267391,11.168533756002786,11.13489107583463,0.022731863943863697,0.022258925278507997,0.02409918129936785,AAA,222.0,0.0,2450952.7484,0.061211,8.8232881577379e+16,288.15774908,-16.46783279,0.042,0.015,90.0,235200512.0,28.0,55813.61804398,6.0,94.0,13.294560029035807,0.025632878594370165,115000.0,12.963200084134936,,114724.0,12.72493823684752,,65572.0,12.591349228248,,65572.0,12.499425871708988,0.009597226487605229,115000.0,0.38572,0.2030153846153846,0.4633076923076923,,,0.000776024084902483,0.0024769402232174575,0.001318734375501386,0.95221,0.33317335578236396,13.702807185365648,,13.221536956023012,,12.88598772403966,,12.69734720181516,,12.62322295811941,,0.08628197014331818,0.007217965722084045,10
227,219511354.0,,KTWO219511354-C07,7.0,9.0,288.8972100000001,-16.56994,LC,-0.2,1.8,-23.2,1.8,,,,,14.105,0.35,13.162,0.29,13.604,0.32,12.826,0.31,12.472,0.26,,,11.145,0.024,10.696,0.024,10.563,0.023,12.812,gri,,,,368-169705,19153533-1634117,AAA-222-111-000-0-0,0.996,0.004,0.939,3474.345,3507.025,3351.98,10.0,4.0,32.0,,,0.003,288.8972100000001,-16.56994,,,,,288.897211067,-16.5699361402,0.9888782866384108,219511354.0,,288.897211067,-16.5699361402,,,,,,288.897211067,-16.5699361402,288.89720891973997,-16.57005248553,4.087847862581713e+18,1.0,0.4189087146177381,0.9944391433192056,288.8972110666226,-16.5699361402364,0.003,0.002,90.0,4.087847862581713e+18,288.89720891973997,0.0755,-16.57005248553,0.0699,3.2768,0.122,-0.478,0.213,-27.022,0.14,False,155336.0,622.26,12.710186,66295.3,1979.37,13.297682,123381.0,1209.59,12.0338,1.263882,,,0.0,4749.4,0.96,0.475,1.21,0.6729999999999999,0.014374000000000001,19153533-1634117,288.897216,-16.569923,0.06,0.06,90.0,11.10536500236243,10.67255000139773,10.547870000901817,0.028002542151447797,0.025472728182653004,0.023650170683189645,AAA,222.0,0.0,2451319.7866,0.06460700000000001,8.811288897231638e+16,288.89720917,-16.57004857,0.059000000000000004,0.035,0.0,906289152.0,108.0,55764.98344907,5.0,55.0,13.134400010484457,0.0649997963807415,115000.0,12.867150007799268,,114724.0,12.503450005874038,,114724.0,12.27655000461638,,114724.0,12.185150003764035,0.022987469965329545,115256.0,0.390862,0.2030153846153846,0.4633076923076923,,,0.004340658967744168,0.031942173666730786,0.010592391429753496,0.788882,0.33485685288614875,13.415585887265738,,13.030574609216789,,12.593008186152257,,12.326150176385797,,12.26363790673361,,0.04999999701976776,0.018199999928474424,10
228,219479319.0,,KTWO219479319-C07,7.0,9.0,289.20735,-16.649392000000002,LC,2.4,8.1,-28.0,3.4,,,,,16.587,0.08,15.417,0.052000000000000005,16.105999999999998,0.053,14.919,0.09,14.377,0.078,,,12.905,0.027000000000000003,12.316,0.026,12.13,0.023,14.895,gri,,,,367-162832,19164975-1638577,AAA-222-111-000-0-0,0.978,0.022,0.769,502.301,413.947,361.153,10.0,4.0,32.0,,,0.005,289.20735,-16.649392000000002,,,,,289.207323848,-16.6493851644,0.977287940174276,219479319.0,,289.207323848,-16.6493851644,4.0878381044158735e+18,289.2073200000001,-16.6495,0.9,0.413621147351586,289.20732256533336,-16.649423442933337,289.20732099771,-16.64949802414,4.0878381044158735e+18,1.0,0.2685467794780458,0.959095980058092,289.20732384757616,-16.6493851643553,0.001,0.001,90.0,4.0878381044158735e+18,289.20732099771,0.0397,-16.64949802414,0.0318,3.1916,0.0412,-0.634,0.076,-26.213,0.064,False,19907.0,8.89343,14.940851,6850.68,30.7964,15.762054000000001,19055.5,37.5794,14.061867000000001,1.700188,,,0.0,4230.0,0.6827,0.2557,0.62,0.11199999999999999,0.093498,19164975-1638577,289.207301,-16.649387,0.06,0.06,90.0,12.882490001211687,12.302681986335664,12.12140718350783,0.027269501820064653,0.026098270281915126,0.02304628529844414,AAA,222.0,0.0,2451745.5768,0.16996,8.802289207309102e+16,289.20732014,-16.64949149,0.006999999999999999,0.006,0.0,503635968.0,60.0,56005.78545139,5.0,81.0,15.992800699208678,0.0171859146137277,115000.0,14.883186051685362,0.012753311535774808,115000.0,14.396530266668648,0.009738161204198185,115000.0,14.174713639304787,0.00791248134816565,115000.0,14.016035071944446,0.006586229923770553,115000.0,0.372677,0.2030153846153846,0.4633076923076923,,,0.0004849431201167095,0.00486985751382966,0.002139074585342035,1.444488,0.3332039943673332,16.28962230132456,0.002797816707101315,14.988882539634188,0.0018879372904355492,14.44814451462855,0.002100327680546653,14.163191573141209,0.0027534221734857446,14.134100969981684,0.0035714003060282593,0.028396617621183395,0.004824473336338994,10
229,219462497.0,,KTWO219462497-C07,7.0,9.0,288.641715,-16.691543,LC,9.2,2.6,-27.4,3.5,,,,,15.459,0.04,14.379,0.04,14.909,0.02,13.955,0.02,13.603,0.06,,,12.395,0.024,11.914,0.029,11.745,0.025,13.995,gri,,,,367-161812,19143400-1641294,AAA-222-111-000-0-0,0.999,0.001,0.8320000000000001,350.327,299.285,258.775,10.0,4.0,32.0,,,0.005,288.641715,-16.691543,,,,,288.641714309,-16.691551015599998,0.98808441434166,219462497.0,,288.641714309,-16.691551015599998,4.087825563110797e+18,288.64171,-16.691670000000002,0.9,0.4286014798843925,288.6417128726667,-16.691590677066667,288.64170902598,-16.69166634252,4.087825563110797e+18,1.0,0.2727184066333177,0.9626948047805532,288.6417143086347,-16.6915510156037,0.001,0.001,90.0,4.087825563110797e+18,288.64170902598,0.0248,-16.69166634252,0.0224,3.2667,0.0266,-1.175,0.05,-26.785999999999998,0.042,False,40166.1,22.7883,14.178717,16513.8,96.5663,14.806768,34919.4,141.009,13.404253,1.402515,,,0.0,4509.5,0.184,0.086,0.71,0.19,0.028954,19143400-1641294,288.64169,-16.691511,0.06,0.06,90.0,12.383619762280397,11.907266896063463,11.740655784112587,0.025885790915011753,0.029562315596837852,0.025272683253056247,AAA,222.0,0.0,2450952.7677,0.14388499999999999,8.797288641706042e+16,288.64170848,-16.69165605,0.009000000000000001,0.006999999999999999,0.0,512024576.0,61.0,55934.09565972,5.0,98.0,14.967394542326778,0.04389564287627869,16892216.0,14.111329567160084,0.03232153547958657,16892216.0,13.794403735908492,0.02574105779612116,16892216.0,13.63436209382154,0.01915870230949312,115000.0,13.508367995155975,0.016650939366158204,115000.0,0.4076010000000001,0.2030153846153846,0.4633076923076923,,,0.0006158194666352652,0.006330473295199256,0.004375513048376703,1.3165149999999999,0.3332504024253188,15.173864640698735,0.00891993600277161,14.182226799925616,0.004655209857645465,13.815828249156977,0.009000559699411007,13.613349834379468,0.00374095293144666,13.580477277259488,0.00933890799450362,0.014356298372149467,0.012235630191862582,10
