        B,        I,        MP,        R,        V,       Kp,      DEC,    PM_RA,   PM_DEC,  H_2MASS,  J_2MASS,  K_2MASS ID,RA
-99.999,-99.999,-1.0,-99.999,-99.999,20.87685,11.907179,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006109,133.02541000000002
-99.999,18.507,-1.0,-99.999,-99.999,20.74877,11.908595,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006116,133.02858
-99.999,-99.999,-1.0,-99.999,-99.999,20.81455,11.909064,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006117,133.07943999999998
-99.999,-99.999,-1.0,-99.999,-99.999,21.63344,11.910969999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006121,133.15764
-99.999,-99.999,-1.0,21.1674,-99.999,20.41485,11.911106,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006124,132.99012
-99.999,18.4592,-1.0,-99.999,-99.999,20.96581,11.912059,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006129,133.03923999999998
-99.999,20.2044,-1.0,20.8041,22.2913,20.336270000000003,11.912367,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006131,133.02018
-99.999,-99.999,-1.0,20.5744,21.5019,21.09711,11.916239,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006147,133.07551999999998
-99.999,-99.999,-1.0,-99.999,-99.999,20.56011,11.918012,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006151,133.00984
-99.999,18.6508,-1.0,-99.999,-99.999,20.699379999999998,11.922133,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006164,133.05595
-99.999,-99.999,-1.0,20.6827,-99.999,20.91829,11.921930999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006165,133.03978999999998
-99.999,20.2419,-1.0,20.6071,-99.999,20.31147,11.923055999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006168,132.98558
-99.999,-99.999,-1.0,20.4284,-99.999,20.72701,11.923882,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006170,133.05178999999998
-99.999,-99.999,-1.0,-99.999,-99.999,19.56065,11.925292,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006174,132.99355
-99.999,-99.999,-1.0,20.6167,20.3002,21.29844,11.926305000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006179,133.04848
-99.999,20.6546,-1.0,20.5922,21.9921,20.98485,11.928202,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006187,133.05868
-99.999,20.3733,-1.0,20.8052,-99.999,20.19156,11.931251,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006198,133.0073
-99.999,-99.999,-1.0,20.4049,-99.999,20.323629999999998,11.93175,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006200,133.06892
-99.999,18.4692,-1.0,-99.999,-99.999,21.473489999999998,11.931815,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006201,133.05347
-99.999,-99.999,-1.0,20.6153,-99.999,20.47189,11.932253,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006205,133.03853999999998
-99.999,20.472,-1.0,20.7841,-99.999,20.35418,11.933009,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006206,133.01885
-99.999,-99.999,-1.0,-99.999,21.5448,21.17865,11.933349,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006208,133.07213000000002
-99.999,-99.999,-1.0,-99.999,21.7721,20.87951,11.933859,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006211,133.02343
-99.999,-99.999,-1.0,-99.999,-99.999,20.955779999999997,11.935825999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006221,133.03441999999998
-99.999,-99.999,-1.0,-99.999,-99.999,19.740129999999997,11.936146,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006224,133.0544
-99.999,-99.999,-1.0,-99.999,-99.999,20.654970000000002,11.935837,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006225,132.98788000000002
-99.999,18.0288,-1.0,-99.999,-99.999,19.92855,11.942431,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006248,133.06222
-99.999,19.7334,-1.0,20.4673,-99.999,19.98201,11.944444,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006256,133.06298
-99.999,19.3324,-1.0,-99.999,-99.999,21.0193,11.946264999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006260,133.03443000000001
-99.999,-99.999,-1.0,-99.999,21.1883,20.51472,11.9474,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006263,133.05501
-99.999,-99.999,-1.0,-99.999,-99.999,21.146620000000002,11.947583999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006264,133.04327
-99.999,-99.999,-1.0,20.2864,-99.999,20.97316,11.953038000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006282,133.04976000000002
-99.999,-99.999,-1.0,-99.999,-99.999,21.585160000000002,11.956335000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006294,133.07372
-99.999,-99.999,-1.0,-99.999,-99.999,22.19043,11.961007,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006317,133.01224
-99.999,-99.999,56.7786,20.5508,-99.999,21.00389,11.962338,-31.5194,-32.4441,-99.999,-99.999,  -99.999  0006325,133.0788
-99.999,-99.999,-1.0,-99.999,-99.999,23.59329,11.964025,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006330,133.01333
-99.999,-99.999,-1.0,-99.999,-99.999,20.67091,11.965773,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006335,133.22672
-99.999,-99.999,-1.0,-99.999,-99.999,20.7557,11.965709,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006336,133.18487
-99.999,-99.999,-1.0,-99.999,22.2055,21.25049,11.965411,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006338,133.05562
-99.999,17.8945,-1.0,-99.999,-99.999,21.200860000000002,11.967092,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006340,132.9978
-99.999,-99.999,-1.0,-99.999,-99.999,21.24021,11.970944,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006357,132.985
-99.999,-99.999,-1.0,-99.999,-99.999,20.52349,11.976472,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006371,133.20206000000002
-99.999,-99.999,-1.0,-99.999,-99.999,21.008879999999998,11.983686,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006391,133.00578000000002
-99.999,-99.999,-1.0,-99.999,-99.999,21.076620000000002,11.985688,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006394,133.0264
-99.999,-99.999,-1.0,-99.999,-99.999,20.99788,11.98787,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006400,133.01959
-99.999,-99.999,-1.0,-99.999,-99.999,20.85744,11.988756,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006405,133.07181
-99.999,-99.999,-1.0,-99.999,-99.999,20.52459,11.994245,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006418,133.0112
-99.999,19.9534,-1.0,20.7581,-99.999,19.93154,11.994403,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006419,132.98731999999998
-99.999,17.9139,-1.0,-99.999,-99.999,20.90696,12.000607,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006436,133.01834
-99.999,18.04,-1.0,-99.999,-99.999,19.84274,12.002896,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006448,133.0211
-99.999,18.4168,-1.0,-99.999,-99.999,24.31253,12.006013000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006468,132.98918999999998
-99.999,-99.999,-1.0,-99.999,-99.999,23.01315,12.007273,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006473,133.03401000000002
-99.999,-99.999,-1.0,20.3656,20.6875,20.182779999999998,12.008607000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006478,132.98871
-99.999,-99.999,1.0384,19.4338,-99.999,18.59117,12.009409,60.3681,-37.1735,-99.999,-99.999,  -99.999  0006479,133.01054
-99.999,-99.999,-1.0,20.1852,-99.999,20.52765,12.009388000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006480,132.98641999999998
-99.999,-99.999,-1.0,-99.999,-99.999,21.104670000000002,12.011465,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006489,133.04846
-99.999,-99.999,-1.0,-99.999,23.3395,21.35354,12.013661,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006496,133.01776999999998
-99.999,-99.999,-1.0,-99.999,-99.999,20.43546,12.017767999999998,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006507,133.22118
-99.999,-99.999,-1.0,-99.999,-99.999,20.27765,12.017925,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006508,133.01116000000002
-99.999,-99.999,-1.0,-99.999,-99.999,20.02992,12.021378,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006526,132.99418
-99.999,-99.999,-1.0,-99.999,-99.999,19.715220000000002,12.021958999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006527,132.99493
-99.999,-99.999,-1.0,-99.999,-99.999,19.67786,12.023273,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006529,132.99544
-99.999,-99.999,-1.0,-99.999,-99.999,20.813660000000002,12.026928,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006539,133.01253
-99.999,17.8989,-1.0,-99.999,-99.999,20.70939,12.027898,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006541,133.06816
-99.999,-99.999,-1.0,-99.999,-99.999,20.80615,12.031455000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006561,133.00458999999998
-99.999,18.7403,-1.0,-99.999,20.4721,20.27285,12.032974000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006565,133.00503999999998
-99.999,-99.999,-1.0,-99.999,-99.999,21.22092,12.033204,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006569,133.00001
-99.999,-99.999,-1.0,-99.999,21.3766,20.73408,12.034379,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006576,133.03257
-99.999,-99.999,-1.0,-99.999,-99.999,20.601329999999997,12.060614999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006661,133.1473
-99.999,17.6592,-1.0,-99.999,-99.999,20.38322,12.071274,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006697,133.10407
-99.999,-99.999,-1.0,-99.999,-99.999,20.46606,11.483514,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006779,133.12204
-99.999,-99.999,-1.0,-99.999,-99.999,19.05528,11.616067,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006801,133.05888000000002
-99.999,-99.999,-1.0,-99.999,-99.999,20.305039999999998,11.637541,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006805,132.99199
-99.999,-99.999,-1.0,-99.999,-99.999,20.34422,11.662608,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006809,133.29523999999998
-99.999,19.1843,-1.0,-99.999,-99.999,20.967779999999998,11.663062,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006810,133.02694
-99.999,-99.999,-1.0,-99.999,-99.999,20.43028,11.681337,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006814,133.02947
-99.999,-99.999,-1.0,-99.999,-99.999,20.69185,11.765497,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006826,133.00633
-99.999,-99.999,-1.0,-99.999,-99.999,19.429029999999997,11.782046000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006828,132.98781
-99.999,-99.999,-1.0,-99.999,-99.999,18.26483,11.886958,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006844,133.17549
-99.999,-99.999,-1.0,-99.999,-99.999,18.50722,11.893564,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006845,133.00616000000002
-99.999,-99.999,-1.0,-99.999,-99.999,18.34514,11.929103999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006849,133.06616
-99.999,-99.999,-1.0,-99.999,-99.999,20.01826,11.936021,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006850,133.0155
-99.999,-99.999,-1.0,-99.999,-99.999,20.53752,11.944782,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006852,133.06235
-99.999,-99.999,-1.0,-99.999,-99.999,19.28171,11.965811,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006855,132.98606999999998
-99.999,-99.999,-1.0,-99.999,-99.999,18.5515,11.991597,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006859,132.98928
-99.999,-99.999,-1.0,-99.999,-99.999,21.0945,12.026156,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006863,133.0118
-99.999,-99.999,-1.0,-99.999,-99.999,19.39345,11.523825,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006873,133.21058
-99.999,-99.999,-1.0,-99.999,-99.999,21.27758,11.715828,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006877,133.06545
-99.999,-99.999,-1.0,-99.999,-99.999,19.2056,11.965082,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006894,132.98633
-99.999,-99.999,-1.0,-99.999,-99.999,12.9523,12.202721,-999.9999,-999.9999,11.65,11.93,   11.616  0006906,133.34638
-99.999,-99.999,-1.0,-99.999,-99.999,17.6717,12.194791,-999.9999,-999.9999,15.390999999999998,15.93,   15.382  0006907,133.58133999999998
-99.999,-99.999,-1.0,-99.999,-99.999,14.0791,12.175702000000001,-999.9999,-999.9999,11.689,12.252,   11.594  0006908,134.10228
-99.999,-99.999,-1.0,-99.999,-99.999,12.9117,12.202874000000001,-999.9999,-999.9999,11.307,11.662,   11.241  0006909,133.1999
-99.999,-99.999,-1.0,-99.999,-99.999,12.7391,12.181953,-999.9999,-999.9999,11.539000000000001,11.776,   11.478  0006910,133.88105
-99.999,-99.999,-1.0,-99.999,-99.999,12.8282,12.196667999999999,-999.9999,-999.9999,11.623,11.834000000000001,   11.561  0006911,133.39526999999998
-99.999,-99.999,-1.0,-99.999,-99.999,14.5598,12.195724,-999.9999,-999.9999,11.993,12.600999999999999,   11.831  0006912,133.34587
-99.999,-99.999,-1.0,-99.999,-99.999,14.365,12.194888,-999.9999,-999.9999,13.091,13.335,   12.975  0006913,133.33995
-99.999,-99.999,-1.0,-99.999,-99.999,16.4946,12.200528,-999.9999,-999.9999,13.122,13.635,   12.840  0006914,133.14551
-99.999,-99.999,-1.0,-99.999,-99.999,12.7935,12.200012,-999.9999,-999.9999,11.51,11.809000000000001,   11.474  0006915,133.09395
-99.999,-99.999,-1.0,-99.999,-99.999,12.7473,12.173935,-999.9999,-999.9999,11.259,11.573,   11.230  0006916,133.81197
-99.999,-99.999,-1.0,-99.999,-99.999,15.3744,12.161066,-999.9999,-999.9999,12.019,12.585999999999999,   11.784  0006917,134.0242
-99.999,-99.999,-1.0,-99.999,-99.999,12.9375,12.182547999999999,-999.9999,-999.9999,10.694,11.264000000000001,   10.634  0006918,133.24764
-99.999,-99.999,-1.0,-99.999,-99.999,17.5471,12.185039999999999,-999.9999,-999.9999,15.377,16.070999999999998,   15.179  0006919,133.12123
-99.999,-99.999,-1.0,-99.999,-99.999,12.7071,12.187196,-999.9999,-999.9999,10.776,11.270999999999999,   10.703  0006920,133.0679
-99.999,-99.999,-1.0,-99.999,-99.999,13.5903,12.186204,-999.9999,-999.9999,12.325999999999999,12.575999999999999,   12.224  0006921,133.00564
-99.999,-99.999,-1.0,-99.999,-99.999,18.4043,12.181495,-999.9999,-999.9999,15.165999999999999,15.75,   14.968  0006922,133.08674
-99.999,-99.999,-1.0,-99.999,-99.999,14.3118,12.157061,-999.9999,-999.9999,11.538,12.165999999999999,   11.382  0006923,133.81018
-99.999,-99.999,-1.0,-99.999,-99.999,11.9978,12.166288,-999.9999,-999.9999,9.787,10.365,    9.691  0006924,133.42603
-99.999,-99.999,-1.0,-99.999,-99.999,13.7232,12.167535,-999.9999,-999.9999,12.589,12.798,   12.515  0006925,133.32927
-99.999,-99.999,-1.0,-99.999,-99.999,14.0682,12.175374,-999.9999,-999.9999,12.709000000000001,12.998,   12.658  0006926,133.04141
-99.999,-99.999,-1.0,-99.999,-99.999,10.4816,12.160153999999999,-999.9999,-999.9999,9.135,9.283,    9.060  0006927,133.39343
-99.999,-99.999,-1.0,-99.999,-99.999,15.5211,12.152894,-999.9999,-999.9999,13.942,14.3,   13.908  0006928,133.35273999999998
-99.999,-99.999,-1.0,-99.999,-99.999,11.6024,12.146973,-999.9999,-999.9999,9.443,9.971,    9.337  0006929,133.34479
-99.999,-99.999,-1.0,-99.999,-99.999,15.5854,12.145322,-999.9999,-999.9999,14.421,14.640999999999998,   14.284  0006930,133.34048
-99.999,-99.999,-1.0,-99.999,-99.999,17.0762,12.145678,-999.9999,-999.9999,13.894,14.464,   13.643  0006931,133.21514
-99.999,-99.999,-1.0,-99.999,-99.999,17.6672,12.146219,-999.9999,-999.9999,14.748,15.497,   14.622  0006932,133.10628
-99.999,-99.999,-1.0,-99.999,-99.999,11.3242,12.143608,-999.9999,-999.9999,9.248,9.69,    9.072  0006933,133.16765
-99.999,-99.999,-1.0,-99.999,-99.999,17.5688,12.139219,-999.9999,-999.9999,15.597000000000001,16.021,   15.633  0006934,133.25545
-99.999,-99.999,-1.0,-99.999,-99.999,15.431,12.145164,-999.9999,-999.9999,13.519,14.008,   13.436  0006935,133.04181
-99.999,-99.999,-1.0,-99.999,-99.999,14.6885,12.123889,-999.9999,-999.9999,12.720999999999998,13.184000000000001,   12.622  0006936,133.73556000000002
-99.999,-99.999,-1.0,-99.999,-99.999,14.7866,12.130052000000001,-999.9999,-999.9999,13.265,13.669,   13.214  0006937,133.45011
-99.999,-99.999,-1.0,-99.999,-99.999,16.7519,12.133682,-999.9999,-999.9999,14.015,14.685,   13.841  0006938,133.16988999999998
-99.999,-99.999,-1.0,-99.999,-99.999,13.0442,12.107755000000001,-999.9999,-999.9999,11.474,11.815,   11.345  0006939,133.96059
-99.999,-99.999,-1.0,-99.999,-99.999,18.4086,12.130958999999999,-999.9999,-999.9999,15.562000000000001,16.285999999999998,   15.414  0006940,133.15341
-99.999,-99.999,-1.0,-99.999,-99.999,17.9189,12.128603,-999.9999,-999.9999,14.127,14.739,   13.851  0006941,133.1676
-99.999,-99.999,-1.0,-99.999,-99.999,14.6752,12.108282,-999.9999,-999.9999,12.757,13.220999999999998,   12.660  0006942,133.70449
-99.999,-99.999,-1.0,-99.999,-99.999,13.4238,12.118397,-999.9999,-999.9999,12.380999999999998,12.593,   12.321  0006943,133.3551
-99.999,-99.999,-1.0,-99.999,-99.999,17.2519,12.122795,-999.9999,-999.9999,14.45,15.116,   14.341  0006944,133.16213
-99.999,-99.999,-1.0,-99.999,-99.999,13.7568,12.11007,-999.9999,-999.9999,11.329,11.982000000000001,   11.231  0006945,133.48861000000002
-99.999,-99.999,-1.0,-99.999,-99.999,13.707,12.114645,-999.9999,-999.9999,12.157,12.511,   12.088  0006946,133.09994
-99.999,-99.999,-1.0,-99.999,-99.999,11.0144,12.118182000000001,-999.9999,-999.9999,9.795,9.997,    9.748  0006947,133.0106
-99.999,-99.999,-1.0,-99.999,-99.999,14.9314,12.105057,-999.9999,-999.9999,12.189,12.845999999999998,   12.030  0006948,133.36036000000001
-99.999,-99.999,-1.0,-99.999,-99.999,12.5965,12.107061,-999.9999,-999.9999,11.307,11.561,   11.265  0006949,133.13625
-99.999,-99.999,-1.0,-99.999,-99.999,14.8512,12.109491,-999.9999,-999.9999,13.003,13.419,   12.895  0006950,133.05708
-99.999,-99.999,-1.0,-99.999,-99.999,16.4663,12.069313000000001,-999.9999,-999.9999,14.342,14.931,   13.750  0006951,134.19763999999998
-99.999,-99.999,-1.0,-99.999,-99.999,16.3028,12.060131,-999.9999,-999.9999,14.661,15.282,   14.403  0006952,133.85027
-99.999,-99.999,-1.0,-99.999,-99.999,11.0741,12.060616,-999.9999,-999.9999,9.5,9.79,    9.434  0006953,133.5398
-99.999,-99.999,-1.0,-99.999,-99.999,11.3212,12.053742,-999.9999,-999.9999,10.052,10.302999999999999,    9.999  0006954,133.4214
-99.999,-99.999,-1.0,-99.999,-99.999,13.5393,12.045587,-999.9999,-999.9999,11.394,11.937000000000001,   11.274  0006955,133.44975
-99.999,-99.999,-1.0,-99.999,-99.999,12.8121,12.02557,-999.9999,-999.9999,10.695,11.244000000000002,   10.615  0006956,133.73935
-99.999,-99.999,-1.0,-99.999,-99.999,12.748,11.991750999999999,-999.9999,-999.9999,11.177999999999999,11.517999999999999,   11.088  0006957,134.00066999999999
-99.999,-99.999,-1.0,-99.999,-99.999,16.5484,11.994079,-999.9999,-999.9999,14.776,15.196,   14.785  0006958,133.90523000000002
-99.999,-99.999,-1.0,-99.999,-99.999,12.0523,12.00562,-999.9999,-999.9999,9.772,10.36,    9.613  0006959,133.52034
-99.999,-99.999,-1.0,-99.999,-99.999,14.0616,12.005535,-999.9999,-999.9999,12.323,12.795,   12.298  0006960,133.46344
-99.999,-99.999,-1.0,-99.999,-99.999,15.8268,11.988261,-999.9999,-999.9999,13.743,14.292,   13.599  0006961,133.90655
-99.999,-99.999,-1.0,-99.999,-99.999,13.7502,12.005078,-999.9999,-999.9999,12.306,12.619000000000002,   12.269  0006962,133.36125
-99.999,-99.999,-1.0,-99.999,-99.999,15.5543,11.994354,-999.9999,-999.9999,13.169,13.794,   13.108  0006963,133.68795
-99.999,-99.999,-1.0,-99.999,-99.999,12.7639,11.970133,-999.9999,-999.9999,10.47,11.012,   10.365  0006964,134.01457
-99.999,-99.999,-1.0,-99.999,-99.999,17.6262,11.978507,-999.9999,-999.9999,15.681,16.406,   15.490  0006965,133.70872
-99.999,-99.999,-1.0,-99.999,-99.999,17.5871,11.983414,-999.9999,-999.9999,14.787,15.389000000000001,   14.642  0006966,133.32248
-99.999,-99.999,-1.0,-99.999,-99.999,16.1827,11.933244,-999.9999,-999.9999,13.975,14.542,   13.847  0006967,133.88868
-99.999,-99.999,-1.0,-99.999,-99.999,14.5881,11.950683999999999,-999.9999,-999.9999,12.642999999999999,13.097000000000001,   12.523  0006968,133.33927
-99.999,-99.999,-1.0,-99.999,-99.999,12.8492,11.941439,-999.9999,-999.9999,10.972999999999999,11.405999999999999,   10.849  0006969,133.4548
-99.999,-99.999,-1.0,-99.999,-99.999,17.4478,11.916325,-999.9999,-999.9999,15.155,16.055,   14.721  0006970,134.1057
-99.999,-99.999,-1.0,-99.999,-99.999,18.8622,11.914538,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006971,134.10672
-99.999,-99.999,-1.0,-99.999,-99.999,15.029,11.907537,-999.9999,-999.9999,12.16,12.754000000000001,   11.934  0006972,134.21257
-99.999,-99.999,-1.0,-99.999,-99.999,14.5466,11.922755,-999.9999,-999.9999,12.735,13.162,   12.604  0006973,133.42631
-99.999,-99.999,-1.0,-99.999,-99.999,15.3752,11.889573,-999.9999,-999.9999,12.12,12.786,   11.974  0006974,134.10499
-99.999,-99.999,-1.0,-99.999,-99.999,14.1405,11.886272,-999.9999,-999.9999,12.344000000000001,12.761,   12.288  0006975,134.15705
-99.999,-99.999,-1.0,-99.999,-99.999,16.443,11.907956,-999.9999,-999.9999,12.752,13.329,   12.520  0006976,133.33019
-99.999,-99.999,-1.0,-99.999,-99.999,14.6056,11.858566,-999.9999,-999.9999,12.333,12.892999999999999,   12.188  0006977,134.14866
-99.999,-99.999,-1.0,-99.999,-99.999,12.7664,11.853717,-999.9999,-999.9999,11.033,11.412,   10.931  0006978,134.12466
-99.999,-99.999,-1.0,-99.999,-99.999,13.506,11.870462,-999.9999,-999.9999,11.375,11.919,   11.289  0006979,133.32533
-99.999,-99.999,-1.0,-99.999,-99.999,16.3463,11.8413,-999.9999,-999.9999,13.979000000000001,14.786,   13.625  0006980,134.13326999999998
-99.999,-99.999,-1.0,-99.999,-99.999,13.6226,11.848257,-999.9999,-999.9999,11.72,12.158,   11.639  0006981,133.70963999999998
-99.999,-99.999,-1.0,-99.999,-99.999,12.4995,11.826838,-999.9999,-999.9999,10.905999999999999,11.263,   10.791  0006982,134.11188
-99.999,-99.999,-1.0,-99.999,-99.999,17.3801,11.823066,-999.9999,-999.9999,15.455,16.227,   15.265  0006983,133.99012
-99.999,-99.999,-1.0,-99.999,-99.999,12.6976,11.821492,-999.9999,-999.9999,11.378,11.642999999999999,   11.331  0006984,133.92016999999998
-99.999,-99.999,-1.0,-99.999,-99.999,13.0624,11.816222999999999,-999.9999,-999.9999,11.249,11.700999999999999,   11.186  0006985,133.81578000000002
-99.999,-99.999,-1.0,-99.999,-99.999,13.4113,11.823725,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0006986,133.34873000000002
-99.999,-99.999,-1.0,-99.999,-99.999,12.6136,11.803911,-999.9999,-999.9999,11.345999999999998,11.615,   11.317  0006987,133.66641
-99.999,-99.999,-1.0,-99.999,-99.999,17.0152,11.803357,-999.9999,-999.9999,14.921,15.564,   14.417  0006988,133.58418
-99.999,-99.999,-1.0,-99.999,-99.999,14.9198,11.784968,-999.9999,-999.9999,12.319,12.969000000000001,   12.178  0006989,134.09971000000002
-99.999,-99.999,-1.0,-99.999,-99.999,15.534,11.785111,-999.9999,-999.9999,13.048,13.882,   12.628  0006990,134.05936
-99.999,-99.999,-1.0,-99.999,-99.999,15.1467,11.77455,-999.9999,-999.9999,12.409,13.027000000000001,   12.251  0006991,134.15357
-99.999,-99.999,-1.0,-99.999,-99.999,13.5728,11.791442,-999.9999,-999.9999,11.495999999999999,11.952,   11.360  0006992,133.59413
-99.999,-99.999,-1.0,-99.999,-99.999,14.4993,11.799309,-999.9999,-999.9999,11.544,12.087,   11.344  0006993,133.32413
-99.999,-99.999,-1.0,-99.999,-99.999,12.6852,11.780949,-999.9999,-999.9999,11.071,11.444,   11.006  0006994,133.87531
-99.999,-99.999,-1.0,-99.999,-99.999,16.6986,11.769753999999999,-999.9999,-999.9999,14.401,14.852,   13.727  0006995,133.83848
-99.999,-99.999,-1.0,-99.999,-99.999,17.0102,11.766466000000001,-999.9999,-999.9999,15.017999999999999,15.437999999999999,   14.325  0006996,133.84105
-99.999,-99.999,-1.0,-99.999,-99.999,11.8687,11.760638,-999.9999,-999.9999,10.245,10.604000000000001,   10.150  0006997,133.78208999999998
-99.999,-99.999,-1.0,-99.999,-99.999,15.5284,11.742653,-999.9999,-999.9999,12.427,13.008,   12.189  0006998,133.89861000000002
-99.999,-99.999,-1.0,-99.999,-99.999,14.381,11.74265,-999.9999,-999.9999,12.529000000000002,12.975999999999999,   12.459  0006999,133.86597
-99.999,-99.999,-1.0,-99.999,-99.999,17.1241,11.725211,-999.9999,-999.9999,15.758,16.381,   13.998  0007000,134.1634
-99.999,-99.999,-1.0,-99.999,-99.999,11.6159,11.734554,-999.9999,-999.9999,9.702,10.175,    9.622  0007001,133.87386
-99.999,-99.999,-1.0,-99.999,-99.999,14.241,11.7243,-999.9999,-999.9999,11.495999999999999,12.122,   11.330  0007002,133.93556999999998
-99.999,-99.999,-1.0,-99.999,-99.999,16.3785,11.731503,-999.9999,-999.9999,14.237,14.779000000000002,   14.277  0007003,133.45389
-99.999,-99.999,-1.0,-99.999,-99.999,13.5873,11.717686,-999.9999,-999.9999,11.474,12.029000000000002,   11.380  0007004,133.74203
-99.999,-99.999,-1.0,-99.999,-99.999,12.5162,11.718805,-999.9999,-999.9999,11.19,11.457,   11.155  0007005,133.45924
-99.999,-99.999,-1.0,-99.999,-99.999,16.8633,11.720934,-999.9999,-999.9999,14.442,15.027999999999999,   14.248  0007006,133.3338
