16 	HIP 20019  	HD 27130                 	EB*	X,**,EB*,Al*,WU*,SB*,*,*,*iC,V*,IR       	064.4122743401982 +16.9478361164111
17 	HIP 19082  	HG 7-88                  	PM*	*,*,*iC,PM*,V*,IR                        	061.3569604074440 +19.4421517606458
18 	HIP 18322  	HD 286363                	PM*	*,*,*iC,PM*,IR                           	058.7560054474809 +12.4855862140182
19 	HIP 17962  	V* V471 Tau              	Al*	Al*,SB*,*,*,WD*,V*,IR,UV,UV,X,X          	057.6040269161008 +17.2465092335239
20 	HIP 19263  	HD 285482                	PM*	*,*,*iC,PM*,IR                           	061.9299953908936 +16.5187902202359
21 	HIP 20056  	V* V1232 Tau             	RS*	SB*,SB*,*,*,*iC,V*,RS*,IR,X              	064.5076488074543 +18.2568086848227
22 	HIP 20349  	HD 27524                 	PM*	*,*,*iC,PM*,IR,UV,X                      	065.3818706494866 +21.0398773221490
23 	HIP 19870  	HD 26874                 	SB*	**,SB*,SB*,*,*,*iC,PM*,IR                	063.9268220756788 +20.8197995117644
24 	HIP 18946  	HD 285348                	PM*	*,*,*iC,PM*,V*,IR                        	060.9126700660543 +19.4550121388048
25 	HIP 20614  	HD 27901                 	PM*	*,*,*iC,PM*,IR,UV,X                      	066.2380263736078 +19.0420079718540
26 	HIP 20255  	HD 27429                 	PM*	*,*,*iC,PM*,IR,UV,X                      	065.1045918608554 +18.7426794599816
27 	HIP 19934  	V* V984 Tau              	BY*	*,*,*iC,PM*,V*,BY*,IR                    	064.1394894547636 +21.9074674910107
28 	HIP 19789  	HD 26737                 	PM*	*,*,*iC,PM*,IR,UV,X                      	063.6267460093327 +22.4518360916603
29 	HIP 15304  	HD 20430                 	** 	**,*,*,*iC,PM*,PM*,IR                    	049.3599428351870 +07.6558106615249
30 	HIP 15310  	HD 20439                 	PM*	PM*,X,**,*,*,*iC,IR                      	049.3865840250293 +07.6901542955386
31 	HIP 16908  	BD+20 598                	** 	**,*,*,*iC,PM*,PM*,IR,X                  	054.3957406284144 +21.3431805177656
32 	HIP 16529  	BD+23 465                	PM*	*,*,*iC,PM*,PM*,IR                       	053.2086620907580 +23.6921871797457
33 	HIP 15300  	BD+25 522                	TT*	**,*,*iC,TT*,PM*,X                       	049.34525438 +26.31502640
34 	HIP 21741  	HD 284574                	PM*	*,*,*iC,PM*,IR                           	070.0243471632433 +23.3045455102757
35 	HIP 14976  	HD 19902                 	BY*	**,*,*,PM*,PM*,V*,BY*,IR                 	048.2616400910110 +32.8964490172018
36 	HIP 15720  	LP 355-64                	Ro*	**,*,*,PM*,PM*,Ro*,IR                    	050.6172490125048 +27.1560528262764
37 	HIP 22394  	V* V808 Tau              	RS*	SB*,SB*,*,*,*iC,V*,Fl*,RS*,IR,X          	072.3041083033345 +24.8028410398870
38 	HIP 21637  	HD 29419                 	PM*	*,*,*iC,PM*,IR,UV,X                      	069.7137170294693 +23.1499742362696
39 	HIP 21482  	HD 283750                	BY*	UV,**,SB*,*,*,*iC,PM*,PM*,V*,Fl*,BY*,IR,X	069.2010055708642 +27.1321939755033
40 	HIP 13806  	V* BW Ari                	BY*	*,*,*iC,PM*,PM*,V*,BY*,IR                	044.4444691912169 +29.6614628898914
41 	HIP 21256  	HD 284552                	PM*	*,*,*iC,PM*,IR                           	068.4049191453702 +21.1508511525781
42 	HIP 20712  	HD 28033                 	SB*	SB*,SB*,*,*,*iC,PM*,IR,UV,X              	066.5770776109862 +21.4704327047764
43 	HIP 20557  	HD 27808                 	PM*	*,*,*iC,PM*,IR,UV,X                      	066.0607231240487 +21.7362457974275
44 	HIP 20480  	HD 27732                 	SB*	SB*,*,*,*iC,PM*,IR                       	065.8430408619706 +21.3790981872277
45 	HIP 21760  	HD 29537                 	PM*	*,PM*,IR,UV                              	070.0945512670231 +29.9722061709215
46 	HIP 20949  	HD 283704                	PM*	IR,X,*,*,*iC,PM*,UV                      	067.3781908554292 +26.6715477232898
47 	HIP 21099  	HD 28593                 	PM*	*,*,*iC,PM*,IR                           	067.8153927552276 +20.1331693447876
48 	HIP 21008  	HD 28483                 	PM*	*,*,*iC,PM*,IR,UV                        	067.5749071458297 +19.8405314669437
49 	HIP 19793  	HD 26736                 	BY*	*,*,*iC,PM*,V*,BY*,IR,X                  	063.6346432161142 +23.5749438938167
50 	HIP 10672  	HD 14127                 	PM*	*,PM*,IR                                 	034.3323257867318 +05.3607418834902
51 	HIP 23312  	BD+04 810                	PM*	*,*,*iC,PM*,IR                           	075.2036937039901 +04.7331117920816
52 	HIP 19441  	HD 286572                	PM*	*,*,PM*,PM*,IR                           	062.4556211460956 +09.3054923379672
53 	HIP 21152  	HD 28736                 	PM*	*,*,*iC,PM*,IR,UV,X                      	068.0200343302470 +05.4100419156541
54 	HIP 22177  	StKM 1-512               	PM*	*,*,*iC,PM*,IR                           	071.5783067030921 +03.6363367093600
55 	HIP 19796  	HD 26784                 	PM*	*,*,*iC,PM*,IR,X                         	063.6430866674300 +10.7013876578677
56 	HIP 19786  	V* V1309 Tau             	BY*	*,*,*iC,PM*,V*,BY*,IR,X                  	063.6135606314361 +12.4353146454602
57 	HIP 17766  	LP 533-57                	PM*	*,*,PM*,IR                               	057.0494313848973 +07.1462435412158
58 	HIP 20601  	HD 27935                 	SB*	SB*,SB*,*,*,*iC,IR                       	066.1801066787564 +04.6999553472461
59 	HIP 21053  	HD 28568                 	PM*	*,*,*iC,PM*,IR,UV,X,**,PM*               	067.6949915753106 +16.1486826033870
60 	HIP 20948  	HD 28406                 	PM*	*,*,*iC,PM*,V*,IR,UV,X,**                	067.3764605570194 +17.8631654092298
61 	HIP 21317  	HD 28992                 	BY*	*,*,*iC,PM*,V*,BY*,IR,UV,X               	068.6471257337145 +15.5046231937428
62 	HIP 21112  	HD 28635                 	SB*	SB*,*,*,*iC,PM*,IR,X                     	067.8722683432648 +13.9034229407318
63 	HIP 21723  	HD 286929                	PM*	*,*,*iC,PM*,IR                           	069.9623858079281 +12.7284782958121
64 	HIP 20577  	HD 27859                 	BY*	**,*,*,*iC,PM*,V*,BY*,IR,X               	066.1180301552738 +16.8861672985568
65 	HIP 21474  	HD 29225                 	PM*	*,*,*iC,PM*,IR,UV,X                      	069.1696581261984 +15.8693548759734
66 	HIP 20826  	HD 28237                 	PM*	*,*,*iC,PM*,IR,UV,X                      	066.9419773432638 +11.7364189906505
67 	HIP 20485  	V* V989 Tau              	BY*	*,*,*iC,PM*,V*,BY*,IR,X                  	065.8553344626266 +15.7631243416933
68 	HIP 19316  	HD 286554                	PM*	*,*,*iC,PM*,IR                           	062.1111140480638 +12.1918462564674
69 	HIP 20850  	HD 28258                 	PM*	*,*,*iC,PM*,IR                           	067.0184733675200 +13.8679392159841
70 	HIP 22203  	HD 30246                 	PM*	**,*,*,*iC,PM*,IR                        	071.6266101083283 +15.4720413450286
71 	HIP 20284  	HD 27483                 	WD*	**,SB*,SB*,*,*,*iC,WD*,PM*,IR,UV,X       	065.2196680317327 +13.8644272665623
72 	HIP 20527  	HD 286734                	PM*	*,*,*iC,PM*,IR                           	065.9767187733762 +14.0521043360988
73 	HIP 20815  	V* V993 Tau              	BY*	*,*,*iC,PM*,V*,BY*,IR,UV,X               	066.8995474445720 +15.5891923902785
74 	HIP 18658  	HD 25102                 	PM*	*,*,*iC,PM*,IR,UV,X                      	059.9187359563091 +10.3303518462933
75 	HIP 19877  	* 48 Tau                 	El*	**,El*,*,*,*iC,PM*,V*,IR,UV              	063.9428517196271 +15.4006962198639
76 	HIP 20082  	HD 285690                	BY*	**,*,*,*iC,V*,BY*,IR                     	064.5802980168333 +16.0883313214647
77 	HIP 20441  	HD 27685                 	SB*	SB*,*,*,*iC,PM*,IR,X                     	065.6863335005750 +16.7908773751687
78 	HIP 20567  	HD 27848                 	PM*	*,*,*iC,PM*,IR,UV,X                      	066.0928056803697 +17.0789554725408
79 	HIP 20400  	* 60 Tau                 	dS*	**,SB*,*,*,*iC,PM*,V*,V*,dS*,IR,UV,X     	065.5146589729297 +14.0771992283218
80 	HIP 20827  	HD 285830                	PM*	*,*,*iC,PM*,IR,X                         	066.9459806263297 +14.4177499228323
81 	HIP 28356  	HD 40512                 	*  	*,IR                                     	089.8746847659257 +02.4761592916098
82 	HIP 20951  	HD 285773                	BY*	**,*,*,*iC,PM*,V*,BY*,IR,X               	067.3816929954995 +17.8931836328543
83 	HIP 21066  	HD 28608                 	PM*	*,*,*iC,PM*,IR,UV                        	067.7382141613331 +10.7517674364505
84 	HIP 20762  	HD 286789                	PM*	*,*,*iC,PM*,IR                           	066.7264268016560 +13.1381768159674
85 	HIP 20741  	HD 28099                 	BY*	**,*,*,*iC,PM*,V*,BY*,IR,X               	066.6671730925492 +16.7469122726661
86 	HIP 21267  	HD 28911                 	PM*	*,*,*iC,PM*,IR,UV,X                      	068.4443422244307 +13.2518857720052
87 	HIP 21179  	V* V1147 Tau             	BY*	SB*,*,*,*iC,TT*,PM*,V*,BY*,IR,X          	068.1068952836830 +13.1132326686856
88 	HIP 20978  	HD 28462                 	PM*	*,*,*iC,PM*,IR,X                         	067.4905338558389 +16.6728409100700
89 	HIP 20661  	* 70 Tau                 	SB*	**,SB*,SB*,*,*,*iC,IR,UV,X               	066.4055036213368 +15.9410325750848
90 	HIP 20492  	HD 27771                 	PM*	*,*,*iC,PM*,IR,X                         	065.8847215426820 +14.6704783441230
91 	HIP 19781  	HD 26756                 	PM*	*,*,*iC,PM*,IR                           	063.6068759202123 +14.6250332267608
92 	HIP 20357  	HD 27561                 	PM*	*,*,*iC,PM*,IR,UV,X                      	065.3949792056615 +14.4097905551583
93 	HIP 20563  	V* V990 Tau              	BY*	*,*,*iC,PM*,V*,BY*,IR                    	066.0705823014236 +18.0029210436162
94 	HIP 20899  	HD 28344                 	BY*	*,*,*iC,PM*,V*,BY*,IR,X                  	067.2012429872755 +17.2854683654201
95 	HIP 19808  	HD 286589                	** 	**,*,*,*iC,PM*,IR,X                      	063.7164019714425 +13.0549563178911
96 	HIP 24923  	HD 242780                	PM*	*,*,PM*,IR                               	080.1059301178186 +11.6098191340185
97 	HIP 23069  	HD 31609                 	PM*	*,*,*iC,PM*,IR                           	074.4562730220707 +14.0021893026264
98 	HIP 23498  	HD 32347                 	PM*	*,*,*iC,PM*,IR                           	075.7819076012575 +13.7306700189723
99 	HIP 22654  	HD 284930                	PM*	*,*,*iC,PM*,IR                           	073.0980479746543 +18.9969073511122
100	HIP 22524  	HD 30738                 	EB*	EB*,SB*,SB*,*,*,*iC,V*,IR,UV,X           	072.7022643564429 +16.2104508467890
101	HIP 22422  	HD 30589                 	PM*	*,*,*iC,PM*,IR,X                         	072.3838540267228 +15.8887429088150
102	HIP 22566  	HD 30809                 	PM*	*,*,*iC,PM*,IR,UV                        	072.8467288283010 +15.4334651390538
103	HIP 22850  	HD 31236                 	PM*	*,*,*iC,PM*,IR,UV                        	073.7431712761812 +19.4853876434593
104	HIP 21261  	HD 285837                	PM*	*,*,*iC,PM*,IR                           	068.4246957203440 +19.0140341861766
105	HIP 22505  	HD 30712                 	SB*	**,SB*,*,*,*iC,PM*,V*,IR,X               	072.6409200523762 +15.0834334242889
106	HIP 22380  	HD 30505                 	** 	**,*,*,*iC,IR                            	072.2646737665302 +18.6412472616520
107	HIP 24116  	HD 33400                 	*  	*,IR,UV                                  	077.6980507811593 +20.5691774181518
108	HIP 23750  	HD 240648                	PM*	*,*,*iC,PM*,IR                           	076.5749550321170 +17.8164165043288
109	HIP 24019  	HD 33204                 	EB*	**,EB*,SB*,SB*,*,*,*iC,V*,IR,UV          	077.4378896030391 +28.0304696500675
110	HIP 22253  	HD 284653                	PM*	*,*,*iC,PM*,IR                           	071.8591169730567 +23.0509226755112
111	HIP 19554  	* 45 Tau                 	PM*	**,*,*,*iC,PM*,IR,UV                     	062.8345097165454 +05.5230520933949
112	HIP 23701  	V* V1362 Ori             	LP?	LP?,*,*,*iC,PM*,V*,IR                    	076.4182504405885 +06.4652012739314
113	HIP 20751  	HD 286820                	PM*	**,*,*,*iC,PM*,IR                        	066.7011134229419 +10.8710947577362
114	HIP 20745  	HD 286798                	** 	**,**,*,*,*iC,PM*,IR,X                   	066.67842853 +12.68657875
115	HIP 20419  	HD 286770                	PM*	*,*,*iC,PM*,IR                           	065.6070148925083 +11.3057237178506
116	HIP 20901  	* b Tau                  	PM*	*,*,*iC,PM*,IR,UV                        	067.2090158449306 +13.0476042787042
117	HIP 20219  	* h Tau                  	dS*	*,*,*iC,PM*,dS*,IR,UV,X,**,V*            	064.9904356455334 +14.0352054116751
118	HIP 21273  	* rho Tau                	dS*	**,SB*,*,*,*iC,PM*,V*,dS*,IR,UV          	068.4621563900 +14.8444231189
119	HIP 20873  	* 76 Tau                 	PM*	*,PM*,IR,UV,X,*,*iC                      	067.0975235492284 +14.7409433382880
120	HIP 21036  	* 83 Tau                 	** 	**,*,*,*iC,PM*,IR,UV,X                   	067.6556774736377 +13.7244027891201
121	HIP 21670  	HD 29499                 	PM*	**,*,*,*iC,PM*,IR,UV                     	069.7756628160354 +07.8709884069673
122	HIP 22221  	HD 30311                 	PM*	*,*,*iC,PM*,IR,UV,X                      	071.6899501290583 +09.0173481221779
123	HIP 22044  	HD 30034                 	PM*	**,*,*,*iC,PM*,V*,IR,UV                  	071.1076189780934 +11.1461382478033
124	HIP 22550  	HD 30810                 	** 	*,*,*iC,IR,UV,X,**,**                    	072.8022019149742 +11.0680226645937
125	HIP 21589  	* c Tau                  	PM*	*,*,*iC,PM*,IR,UV,X,**                   	069.5394235687195 +12.5108310618623
126	HIP 22157  	HD 30210                 	PM*	*,*,*iC,PM*,IR,UV,**                     	071.5072498681939 +11.7055891010617
127	HIP 21654  	HD 29461                 	PM*	*,*,*iC,PM*,IR                           	069.7388663641579 +14.1055600050553
128	HIP 22607  	HD 30869                 	SB*	**,SB*,SB*,*,*,*iC,TT*,IR,UV,X           	072.95828225 +13.65515233
129	HIP 23983  	* h Ori                  	SB*	**,SB*,SB*,*,*,*iC,V*,IR,UV              	077.3318567747076 +09.8295823527185
130	HIP 12709  	HD 16909                 	SB*	SB*,SB*,*,PM*,PM*,IR                     	040.8370214710416 +19.4291757139190
131	HIP 13834  	* 47 Ari                 	PM*	**,*,*,*iC,PM*,PM*,IR,UV,X               	044.5217554919028 +20.6687325843237
132	HIP 18170  	HD 24357                 	PM*	*,*,*iC,PM*,IR,UV                        	058.2918587167061 +17.3270860353731
133	HIP 19098  	HD 285367                	PM*	*,*,*iC,PM*,IR                           	061.4153125394604 +17.9377117150777
134	HIP 18735  	HD 25202                 	PM*	**,*,*,*iC,PM*,IR,UV                     	060.2031912442454 +18.1940000757299
135	HIP 20215  	* 55 Tau                 	** 	*,*,*iC,IR,UV,X,**,**                    	064.97857166 +16.52259120
136	HIP 20440  	HD 27691                 	SB*	*,*,*iC,PM*,IR,UV,X,**,**,SB*,SB*        	065.68404721 +15.05608939
137	HIP 20484  	* 63 Tau                 	SB*	SB*,*,*,*iC,PM*,IR,UV,X,SB*              	065.8544332051660 +16.7772663648766
138	HIP 20205  	* gam Tau                	** 	**,*,*,*iC,PM*,V*,IR,UV,X                	064.9483493712 +15.6276431728
139	HIP 20261  	* 58 Tau                 	dS*	*,*,*iC,PM*,V*,dS*,IR,UV                 	065.1512905182878 +15.0954533857217
140	HIP 20719  	V* V906 Tau              	BY*	SB*,*,*,*iC,PM*,V*,BY*,IR,X              	066.6025614432764 +16.8533593977010
141	HIP 20916  	HD 28363                 	SB*	*iC,IR,UV,X,**,**,SB*,SB*,*,*            	067.24904735 +16.15909671
142	HIP 21029  	HD 28527                 	dS*	**,*,*,*iC,PM*,V*,dS*,IR,UV              	067.6401377199535 +16.1940172534494
143	HIP 20885  	* tet01 Tau              	SB*	**,SB*,SB*,*,*,*iC,IR,UV,X               	067.1437334754 +15.9621803978
144	HIP 20894  	* tet02 Tau              	dS*	**,SB*,*,*,*iC,PM*,V*,dS*,dS*,IR,UV,X,X  	067.1656022796287 +15.8708673908050
145	HIP 21137  	* 85 Tau                 	PM*	*,*,*iC,PM*,V*,IR,UV,X                   	067.9656639283109 +15.8516211001513
146	HIP 21039  	* 81 Tau                 	SB*	**,SB*,SB*,*,*,*iC,*i*,PM*,IR,UV         	067.6620382553829 +15.6918784948651
147	HIP 20995  	* 80 Tau                 	** 	*,*,*iC,IR,UV,X,**                       	067.53582394 +15.63783872
148	HIP 20713  	* 71 Tau                 	dS*	**,SB*,*,*,*iC,PM*,V*,dS*,IR,UV,X        	066.5865542458033 +15.6182745907241
149	HIP 21543  	HD 29310                 	BY*	**,**,*,*,*iC,V*,BY*,IR,UV,X             	069.3832422209078 +15.1464809540888
150	HIP 21280  	HD 285931                	SB*	**,**,SB*,*,*,*iC,PM*,IR,X               	068.4938926540659 +15.1636897484907
151	HIP 21588  	* 89 Tau                 	** 	**,*,*,*iC,PM*,IR,UV                     	069.5393713486857 +16.0332530873214
152	HIP 21683  	* sig02 Tau              	PM*	*,*iC,UV,**,*,PM*,IR                     	069.8187596042 +15.9179730419
153	HIP 21762  	HD 29608                 	SB*	**,**,SB*,SB*,*,*,*iC,PM*,IR,X           	070.1059614598351 +16.5137215386496
154	HIP 20086  	HD 285663                	PM*	**,*,PM*,IR,X,*,*iC                      	064.5916603262935 +17.4216584045594
155	HIP 20455  	* del Tau                	SB*	**,SB*,SB*,*,*,*iC,PM*,V*,IR,UV,X        	065.7337543173897 +17.5425155464277
156	HIP 20935  	HD 28394                 	SB*	SB*,SB*,*,*,*iC,PM*,IR,X                 	067.3356622776374 +17.5449541193898
157	HIP 20679  	HD 27990                 	SB*	**,**,SB*,*,*,*iC,PM*,IR,X               	066.4482761374247 +18.0171931958702
158	HIP 21123  	HD 28634                 	SB*	SB*,SB*,*,*,*iC,PM*,IR,X,X               	067.9046290549699 +17.7096992905437
159	HIP 20542  	* del02 Tau              	PM*	**,*,*,*iC,PM*,IR,UV,X                   	066.0240051212644 +17.4441325328018
160	HIP 20648  	* del03 Tau              	a2*	*,*,*iC,a2*,IR,UV,X,**,V*                	066.37243082 +17.92790497
161	HIP 22265  	HD 30355                 	PM*	*,*,*iC,PM*,IR                           	071.9065617835228 +18.2587480773873
162	HIP 22224  	HD 30264                 	** 	**,*,*,*iC,PM*,IR,X                      	071.7060778868570 +17.7483338894863
163	HIP 20237  	HD 27406                 	BY*	*,*,*iC,PM*,V*,BY*,IR,X                  	065.0540278696257 +19.2334786457434
164	HIP 20482  	V* V988 Tau              	BY*	SB*,*,*,*iC,PM*,V*,BY*,IR,X              	065.8451717058920 +19.6587653440727
165	HIP 20686  	HD 27989                 	BY*	**,**,SB*,*,*,*iC,V*,BY*,IR,X            	066.46552982 +18.86405986
166	HIP 20889  	* eps Tau                	** 	**,*,*,*iC,IR,UV                         	067.1541617392 +19.1804290564
167	HIP 20087  	* 51 Tau                 	SB*	**,SB*,SB*,*,*,*iC,*i*,PM*,IR,UV,X       	064.5967033778292 +21.5792228376170
168	HIP 20635  	* kap01 Tau              	dS*	**,*,*,*iC,PM*,V*,dS*,IR,UV              	066.3423543858 +22.2938715375
169	HIP 20641  	* kap02 Tau              	dS*	**,*,*,*iC,PM*,V*,dS*,IR,UV              	066.3542366991092 +22.2000016232817
170	HIP 20842  	HD 28226                 	PM*	**,*,*,*iC,PM*,IR,UV                     	067.0032638868763 +21.6199034769511
171	HIP 23214  	* 101 Tau                	PM*	**,*,*,*iC,PM*,IR,UV,X                   	074.9346732731015 +15.9167329209552
172	HIP 22496  	HD 30676                 	SB*	SB*,*,*,*iC,PM*,IR,UV,X                  	072.5997026728587 +17.2026408475395
173	HIP 22565  	* i Tau                  	dS*	**,*,*,*iC,V*,dS*,IR,UV                  	072.8435533081806 +18.8399047757989
174	HIP 22350  	HD 284787                	PM*	*,*,*iC,PM*,IR,X                         	072.1755307610020 +21.1010451539524
175	HIP 23497  	* iot Tau                	** 	**,*,*,*iC,PM*,IR,UV                     	075.7739398445388 +21.5899626864141
176	HIP 26382  	* 122 Tau                	PM*	*,*,*iC,PM*,IR,UV                        	084.2655645409041 +17.0403283448478
177	HIP 26159  	HD 36707                 	V* 	**,*,V*,IR                               	083.6524746619765 +21.6222648513256
178	HIP 19591  	HD 284163                	RS*	**,**,*,*iC,PM*,V*,RS*,UV,X              	062.98425728 +23.63632266
179	HIP 20711  	* ups Tau                	dS*	**,*,*,*iC,PM*,V*,dS*,IR,UV              	066.5769319833 +22.8135801383
180	HIP 20491  	HD 27731                 	PM*	*,*,*iC,PM*,IR,UV,X                      	065.8766681687652 +24.4054091337614
181	HIP 19365  	HD 26090                 	** 	**,*,*,Em*,PM*,IR                        	062.2264480341329 +29.1906133427081
182	HIP 21459  	V* V1116 Tau             	dS*	*,*,*iC,PM*,V*,dS*,IR,UV                 	069.1214503682692 +23.3408420665600
183	HIP 13117  	G 75-42                  	** 	**,*,PM*,PM*,IR                          	042.18125173 +00.03451320
184	HIP 20605  	HG 7-200                 	** 	**,*,*,*iC,PM*,PM*,IR,UV,X               	066.2001439211775 +15.8747293979422
185	HIP 24020  	GC 6302                  	** 	*,*,*iC,IR,X,**                          	077.43947032 +28.03362242
186	HIP 15624  	HD 20813                 	PM*	*,PM*,IR                                 	050.3018220246734 +00.5475524396245
187	HIP 22802  	HD 283923                	PM*	*,PM*,IR                                 	073.5750677913629 +26.8076638990720
188	HIP 21092  	HIP 21092                	PM*	**,*,PM*,PM*,IR                          	067.79808458 +01.95788428
================================================================================

<hr><p>
