object,ra,dec,k2campaign,fpa_module,Vmag,Jmag,Hmag,Kmag,ndet,best_aperture_im,best_aperture_ep,best_aperture_tf,bestaper_lcurl,full_lcurl,plot_bestaper_IMLC,plot_bestaper_EPLC,plot_bestaper_TFLC
2MASS J06092934+2336425,92.372247,23.611798,0,24,15.67,12.901,12.287,12.089,343,1,0,1,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2336425-7d1499286246d216cd1c77a229d5c0562275676ad0b3343fc664ad30-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2336425-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2336425-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2336425-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2336425-24-TF-bestaper-k2lc.png
2MASS J06092934+2358552,92.372262,23.982021,0,24,None,10.97,10.319,10.118,1387,4,0,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2358552-74163a1794fe4aff040df78eb6ad1e02051259bda8b64ac18b2c9bc4-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2358552-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2358552-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2358552-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092934+2358552-24-TF-bestaper-k2lc.png
2MASS J06092935+2423577,92.3723,24.39937,0,24,13.243,12.234,12.079,11.998,1386,7,7,7,http://k2.hatsurveys.org/archive/K2.0/module-24/06092935+2423577-378efa99ffc91b31ffa0cc8950b4eeaadf2cf3116c103f7c0a7e4f26-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092935+2423577-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092935+2423577-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092935+2423577-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092935+2423577-24-TF-bestaper-k2lc.png
2MASS J06092950+2421033,92.372926,24.350938,0,24,14.651,13.147,12.817,12.684,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06092950+2421033-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092950+2421033-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092950+2421033-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092950+2421033-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092950+2421033-24-TF-bestaper-k2lc.png
2MASS J06092954+2417459,92.373079,24.296073,0,24,None,11.599,10.878,10.652,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06092954+2417459-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092954+2417459-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092954+2417459-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092954+2417459-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092954+2417459-24-TF-bestaper-k2lc.png
2MASS J06092961+2432069,92.373402,24.535254,0,24,None,12.947,12.557,12.449,1389,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06092961+2432069-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092961+2432069-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092961+2432069-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092961+2432069-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092961+2432069-24-TF-bestaper-k2lc.png
2MASS J06092962+2425025,92.373414,24.417376,0,24,13.544,12.371,12.186,12.084,1386,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06092962+2425025-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092962+2425025-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092962+2425025-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092962+2425025-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092962+2425025-24-TF-bestaper-k2lc.png
2MASS J06092963+2407319,92.373465,24.125532,0,24,16.103,14.297,13.865,13.77,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06092963+2407319-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092963+2407319-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092963+2407319-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092963+2407319-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092963+2407319-24-TF-bestaper-k2lc.png
2MASS J06092965+2402246,92.373533,24.040204,0,24,None,14.745,14.497,14.367,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06092965+2402246-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092965+2402246-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092965+2402246-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092965+2402246-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092965+2402246-24-TF-bestaper-k2lc.png
2MASS J06092964+2434583,92.37356,24.582881,0,24,11.744,7.706,6.748,6.464,1390,6,4,6,http://k2.hatsurveys.org/archive/K2.0/module-24/06092964+2434583-9008ada4d3df09fe739364791a1e30302a2aed6bdd7094908b214f8d-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092964+2434583-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092964+2434583-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092964+2434583-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092964+2434583-24-TF-bestaper-k2lc.png
2MASS J06092968+2429260,92.373698,24.490564,0,24,11.348,10.946,10.911,10.878,1388,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06092968+2429260-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092968+2429260-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092968+2429260-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092968+2429260-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092968+2429260-24-TF-bestaper-k2lc.png
UCAC4-572-024646,92.373846,24.296335,0,24,14.365,None,None,None,1387,3,3,3,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-572-024646-ec71212af05e0ac7b3d6adb9fed85bc7d1f5d85f880909177cd76a8a-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-572-024646-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-572-024646-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-572-024646-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-572-024646-24-TF-bestaper-k2lc.png
2MASS J06092975+2412311,92.373929,24.2087,0,24,None,15.446,15.325,15.277,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06092975+2412311-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092975+2412311-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092975+2412311-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092975+2412311-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092975+2412311-24-TF-bestaper-k2lc.png
2MASS J06092978+2428392,92.37411,24.477565,0,24,13.896,12.763,12.543,12.5,1387,1,1,1,http://k2.hatsurveys.org/archive/K2.0/module-24/06092978+2428392-ca571b3064d0c8d610cef8bedc2e632d37ecc9eef228de37ba6fa8da-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092978+2428392-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092978+2428392-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092978+2428392-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092978+2428392-24-TF-bestaper-k2lc.png
2MASS J06092980+2416536,92.374162,24.281553,0,24,12.559,11.665,11.446,11.356,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06092980+2416536-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092980+2416536-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092980+2416536-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092980+2416536-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092980+2416536-24-TF-bestaper-k2lc.png
2MASS J06092985+2403277,92.374346,24.057707,0,24,15.664,14.376,14.084,14.056,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06092985+2403277-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092985+2403277-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092985+2403277-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092985+2403277-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092985+2403277-24-TF-bestaper-k2lc.png
2MASS J06092990+2434300,92.37462,24.574986,0,24,15.718,14.331,14.007,14.014,1390,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06092990+2434300-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092990+2434300-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092990+2434300-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092990+2434300-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092990+2434300-24-TF-bestaper-k2lc.png
2MASS J06092994+2413302,92.374746,24.225057,0,24,12.822,11.893,11.716,11.657,1387,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06092994+2413302-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092994+2413302-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092994+2413302-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092994+2413302-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092994+2413302-24-TF-bestaper-k2lc.png
2MASS J06092996+2406222,92.374829,24.106189,0,24,11.666,11.211,11.161,11.095,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06092996+2406222-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092996+2406222-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092996+2406222-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092996+2406222-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092996+2406222-24-TF-bestaper-k2lc.png
2MASS J06092997+2417422,92.374859,24.295016,0,24,14.288,15.426,13.759,13.601,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06092997+2417422-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092997+2417422-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06092997+2417422-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092997+2417422-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06092997+2417422-24-TF-bestaper-k2lc.png
2MASS J06093002+2406585,92.375097,24.116253,0,24,15.342,13.918,13.594,13.481,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06093002+2406585-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093002+2406585-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093002+2406585-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093002+2406585-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093002+2406585-24-TF-bestaper-k2lc.png
2MASS J06093004+2432085,92.375148,24.53564,0,24,14.57,14.74,14.049,13.966,1389,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2432085-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2432085-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2432085-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2432085-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2432085-24-TF-bestaper-k2lc.png
2MASS J06093004+2431381,92.375156,24.527025,0,24,None,15.277,15.045,14.85,1389,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2431381-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2431381-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2431381-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2431381-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2431381-24-TF-bestaper-k2lc.png
2MASS J06093004+2417453,92.375214,24.295931,0,24,None,14.648,13.529,13.352,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2417453-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2417453-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2417453-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2417453-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093004+2417453-24-TF-bestaper-k2lc.png
2MASS J06093015+2413171,92.375629,24.221412,0,24,15.727,13.922,13.605,13.391,1387,3,3,3,http://k2.hatsurveys.org/archive/K2.0/module-24/06093015+2413171-ec71212af05e0ac7b3d6adb9fed85bc7d1f5d85f880909177cd76a8a-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093015+2413171-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093015+2413171-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093015+2413171-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093015+2413171-24-TF-bestaper-k2lc.png
2MASS J06093023+2416472,92.375971,24.279778,0,24,12.559,12.186,11.98,11.901,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06093023+2416472-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093023+2416472-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093023+2416472-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093023+2416472-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093023+2416472-24-TF-bestaper-k2lc.png
2MASS J06093024+2403570,92.375972,24.065839,0,24,15.886,14.154,13.761,13.675,1387,6,6,6,http://k2.hatsurveys.org/archive/K2.0/module-24/06093024+2403570-1ab7ca6dbc8734445ee467e4d2f733925789794e00e2b353d54b34c0-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093024+2403570-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093024+2403570-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093024+2403570-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093024+2403570-24-TF-bestaper-k2lc.png
2MASS J06093026+2423146,92.376181,24.387436,0,24,None,14.643,14.061,13.905,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06093026+2423146-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093026+2423146-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093026+2423146-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093026+2423146-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093026+2423146-24-TF-bestaper-k2lc.png
2MASS J06093057+2418308,92.377444,24.308559,0,24,None,14.246,13.732,13.533,1387,7,7,7,http://k2.hatsurveys.org/archive/K2.0/module-24/06093057+2418308-378efa99ffc91b31ffa0cc8950b4eeaadf2cf3116c103f7c0a7e4f26-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093057+2418308-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093057+2418308-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093057+2418308-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093057+2418308-24-TF-bestaper-k2lc.png
2MASS J06093062+2421510,92.377561,24.364181,0,24,14.344,13.343,13.167,13.135,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06093062+2421510-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093062+2421510-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093062+2421510-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093062+2421510-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093062+2421510-24-TF-bestaper-k2lc.png
2MASS J06093068+2414356,92.377819,24.243226,0,24,13.469,12.077,11.817,11.698,1387,2,2,2,http://k2.hatsurveys.org/archive/K2.0/module-24/06093068+2414356-ec7a41ffd07deb0f7907c36a454712d43af34999ed69def2287cd845-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093068+2414356-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093068+2414356-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093068+2414356-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093068+2414356-24-TF-bestaper-k2lc.png
2MASS J06093086+2408097,92.378596,24.136032,0,24,11.585,11.169,11.143,11.08,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06093086+2408097-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093086+2408097-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093086+2408097-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093086+2408097-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093086+2408097-24-TF-bestaper-k2lc.png
2MASS J06093087+2407280,92.378599,24.124464,0,24,13.465,12.41,12.203,12.13,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06093087+2407280-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093087+2407280-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093087+2407280-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093087+2407280-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093087+2407280-24-TF-bestaper-k2lc.png
2MASS J06093089+2404558,92.37869,24.082134,0,24,16.176,14.706,14.37,14.168,1387,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06093089+2404558-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093089+2404558-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093089+2404558-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093089+2404558-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093089+2404558-24-TF-bestaper-k2lc.png
2MASS J06093091+2434009,92.378828,24.566914,0,24,16.38,14.826,14.473,14.378,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06093091+2434009-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093091+2434009-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093091+2434009-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093091+2434009-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093091+2434009-24-TF-bestaper-k2lc.png
2MASS J06093092+2432019,92.378844,24.533882,0,24,13.947,11.492,10.873,10.747,1389,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06093092+2432019-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093092+2432019-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093092+2432019-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093092+2432019-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093092+2432019-24-TF-bestaper-k2lc.png
2MASS J06093098+2410567,92.379071,24.182446,0,24,15.926,14.572,14.247,14.248,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06093098+2410567-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093098+2410567-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06093098+2410567-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093098+2410567-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06093098+2410567-24-TF-bestaper-k2lc.png
